noise_type,snr_db,replicate,condition,accuracy,macro_f1,macro_f1_drop,macro_f1_retention
clean,,,clean,0.9896414342629483,0.988533902642443,0.0,1.0
white,50.0,0.0,white_50_r0,0.8932270916334661,0.8908585200147773,0.09767538262766573,0.9011916714575288
white,50.0,1.0,white_50_r1,0.8940239043824701,0.8918773413507285,0.09665656129171452,0.9022223101976143
white,40.0,0.0,white_40_r0,0.7418326693227092,0.7320444684866616,0.2564894341557814,0.7405355208656361
white,40.0,1.0,white_40_r1,0.7354581673306773,0.7254520821526568,0.26308182048978623,0.7338666688248687
white,30.0,0.0,white_30_r0,0.5832669322709163,0.5545782641537477,0.43395563848869534,0.5610108694009466
white,30.0,1.0,white_30_r1,0.5824701195219123,0.5546231724970244,0.4339107301454186,0.5610562986403047
white,20.0,0.0,white_20_r0,0.4541832669322709,0.382886825843291,0.605647076799152,0.3873279660108762
white,20.0,1.0,white_20_r1,0.45338645418326695,0.3810013782242907,0.6075325244181523,0.3854206489082859
white,10.0,0.0,white_10_r0,0.2589641434262948,0.18933515646671106,0.7991987461757319,0.19153127268634954
white,10.0,1.0,white_10_r1,0.26055776892430277,0.19147960862076704,0.7970542940216759,0.19370059854186514
white,0.0,0.0,white_0_r0,0.1394422310756972,0.07868984672959477,0.9098440559128482,0.07960257763466634
white,0.0,1.0,white_0_r1,0.14103585657370518,0.07345485702689807,0.915079045615545,0.07430686679591504
white,-5.0,0.0,white_-5_r0,0.11235059760956176,0.05633403882403312,0.9321998638184099,0.05698746261857788
white,-5.0,1.0,white_-5_r1,0.11314741035856574,0.05974706050243777,0.9287868421400053,0.060440072255213834
white,-10.0,0.0,white_-10_r0,0.1051792828685259,0.0409991240662512,0.9475347785761918,0.041474676747713685
white,-10.0,1.0,white_-10_r1,0.11075697211155379,0.04125678776276468,0.9472771148796784,0.041735329109584864
audience,50.0,0.0,audience_50_r0,0.9864541832669322,0.9850754459653853,0.0034584566770576863,0.9965014283599046
audience,50.0,1.0,audience_50_r1,0.9872509960159362,0.9862137151613503,0.0023201874810927503,0.9976529004469238
audience,40.0,0.0,audience_40_r0,0.9760956175298805,0.9745148941829349,0.014019008459508098,0.9858183837478574
audience,40.0,1.0,audience_40_r1,0.9784860557768924,0.9778209743600891,0.010712928282353928,0.9891628114587498
audience,30.0,0.0,audience_30_r0,0.9330677290836653,0.9291902728473024,0.05934362979514063,0.9399680378826567
audience,30.0,1.0,audience_30_r1,0.9410358565737051,0.9375484743617263,0.05098542828071673,0.9484231869595692
audience,20.0,0.0,audience_20_r0,0.8374501992031872,0.8309105382740571,0.15762336436838587,0.8405483474597645
audience,20.0,1.0,audience_20_r1,0.8270916334661355,0.8217064872729698,0.1668274153694732,0.8312375378087408
audience,10.0,0.0,audience_10_r0,0.6772908366533864,0.6645934319827084,0.32394047065973464,0.6723021134694404
audience,10.0,1.0,audience_10_r1,0.6804780876494024,0.6736494138870275,0.3148844887554155,0.6814631365563689
audience,0.0,0.0,audience_0_r0,0.5274900398406375,0.5152133841383123,0.4733205185041307,0.5211893924539148
audience,0.0,1.0,audience_0_r1,0.5322709163346614,0.5242398455002499,0.4642940571421931,0.530320552586925
audience,-5.0,0.0,audience_-5_r0,0.4645418326693227,0.45364661611076834,0.5348872865316747,0.4589085057155134
audience,-5.0,1.0,audience_-5_r1,0.46374501992031875,0.4584489306228774,0.5300849720195656,0.46376652272360186
audience,-10.0,0.0,audience_-10_r0,0.3960159362549801,0.38558108354338994,0.6029528190990531,0.39005347465847745
audience,-10.0,1.0,audience_-10_r1,0.40398406374501994,0.39890159523497476,0.5896323074074683,0.40352849221323994
studio,50.0,0.0,studio_50_r0,0.9856573705179282,0.9846477616874801,0.003886140954962869,0.996068783331988
studio,50.0,1.0,studio_50_r1,0.9864541832669322,0.9853455355335835,0.0031883671088595023,0.9967746507223104
studio,40.0,0.0,studio_40_r0,0.9760956175298805,0.9744528596606267,0.014081042981816339,0.9857556296813125
studio,40.0,1.0,studio_40_r1,0.9776892430278884,0.9768970717266526,0.011636830915790375,0.988228192392103
studio,30.0,0.0,studio_30_r0,0.9266932270916335,0.9246656469800253,0.06386825566241772,0.9353909304560097
studio,30.0,1.0,studio_30_r1,0.9298804780876494,0.9269263756871228,0.061607526955320235,0.9376778815672001
studio,20.0,0.0,studio_20_r0,0.8175298804780876,0.8111448455104555,0.1773890571319875,0.8205533905738488
studio,20.0,1.0,studio_20_r1,0.798406374501992,0.7938000489271272,0.19473385371531582,0.8030074100698276
studio,10.0,0.0,studio_10_r0,0.6318725099601593,0.6150578924880551,0.3734760101543879,0.62219200661095
studio,10.0,1.0,studio_10_r1,0.6278884462151394,0.6108549038074235,0.37767899883501954,0.6179402670708122
studio,0.0,0.0,studio_0_r0,0.4239043824701195,0.38940370737592517,0.5991301952665178,0.3939204374630075
studio,0.0,1.0,studio_0_r1,0.41752988047808764,0.3854122450012756,0.6031216576411674,0.38988267774229374
studio,-5.0,0.0,studio_-5_r0,0.3386454183266932,0.29777305384772873,0.6907608487947143,0.301226951399192
studio,-5.0,1.0,studio_-5_r1,0.33784860557768925,0.2988139030978574,0.6897199995445856,0.30227987355729535
studio,-10.0,0.0,studio_-10_r0,0.2621513944223108,0.2222508000794687,0.7662831025629743,0.2248287079334069
studio,-10.0,1.0,studio_-10_r1,0.2653386454183267,0.22012264223356912,0.7684112604088739,0.2226758653852547
