model,label,noise_type,snr_db,replicate,clean_recall,noisy_recall,recall_loss
cnn,viola,audience,50,0,0.971698113208,0.971698113208,0
cnn,violin,audience,50,0,0.953488372093,0.961240310078,-0.0077519379845
cnn,bassoon,audience,40,0,0.876288659794,0.855670103093,0.020618556701
cnn,cello,audience,40,0,0.973913043478,0.982608695652,-0.00869565217391
cnn,clarinet,audience,40,0,1,1,0
cnn,double-bass,audience,40,0,0.973913043478,0.982608695652,-0.00869565217391
cnn,flute,audience,40,0,1,0.965811965812,0.034188034188
cnn,french-horn,audience,40,0,0.939759036145,0.759036144578,0.180722891566
cnn,oboe,audience,40,0,1,0.962025316456,0.0379746835443
cnn,trombone,audience,40,0,0.973684210526,0.973684210526,0
cnn,trumpet,audience,40,0,1,0.923076923077,0.0769230769231
cnn,tuba,audience,40,0,1,0.741935483871,0.258064516129
cnn,viola,audience,40,0,0.971698113208,0.971698113208,0
cnn,violin,audience,40,0,0.953488372093,0.914728682171,0.0387596899225
cnn,bassoon,audience,30,0,0.876288659794,0.680412371134,0.19587628866
cnn,cello,audience,30,0,0.973913043478,0.939130434783,0.0347826086957
cnn,clarinet,audience,30,0,1,1,0
cnn,double-bass,audience,30,0,0.973913043478,1,-0.0260869565217
cnn,flute,audience,30,0,1,0.863247863248,0.136752136752
cnn,french-horn,audience,30,0,0.939759036145,0.506024096386,0.433734939759
cnn,oboe,audience,30,0,1,0.73417721519,0.26582278481
cnn,trombone,audience,30,0,0.973684210526,0.885964912281,0.0877192982456
cnn,trumpet,audience,30,0,1,0.676923076923,0.323076923077
cnn,tuba,audience,30,0,1,0.387096774194,0.612903225806
cnn,viola,audience,30,0,0.971698113208,0.981132075472,-0.00943396226415
cnn,violin,audience,30,0,0.953488372093,0.852713178295,0.100775193798
cnn,bassoon,audience,20,0,0.876288659794,0.39175257732,0.484536082474
cnn,cello,audience,20,0,0.973913043478,0.669565217391,0.304347826087
cnn,clarinet,audience,20,0,1,0.927927927928,0.0720720720721
cnn,double-bass,audience,20,0,0.973913043478,1,-0.0260869565217
cnn,flute,audience,20,0,1,0.777777777778,0.222222222222
cnn,french-horn,audience,20,0,0.939759036145,0.253012048193,0.686746987952
cnn,oboe,audience,20,0,1,0.392405063291,0.607594936709
cnn,trombone,audience,20,0,0.973684210526,0.745614035088,0.228070175439
cnn,trumpet,audience,20,0,1,0.523076923077,0.476923076923
cnn,tuba,audience,20,0,1,0.241935483871,0.758064516129
cnn,viola,audience,20,0,0.971698113208,0.962264150943,0.00943396226415
cnn,violin,audience,20,0,0.953488372093,0.697674418605,0.255813953488
cnn,bassoon,audience,10,0,0.876288659794,0.164948453608,0.711340206186
cnn,cello,audience,10,0,0.973913043478,0.408695652174,0.565217391304
cnn,clarinet,audience,10,0,1,0.531531531532,0.468468468468
cnn,double-bass,audience,10,0,0.973913043478,1,-0.0260869565217
cnn,flute,audience,10,0,1,0.581196581197,0.418803418803
cnn,french-horn,audience,10,0,0.939759036145,0.21686746988,0.722891566265
cnn,oboe,audience,10,0,1,0.215189873418,0.784810126582
cnn,trombone,audience,10,0,0.973684210526,0.605263157895,0.368421052632
cnn,trumpet,audience,10,0,1,0.323076923077,0.676923076923
cnn,tuba,audience,10,0,1,0.185483870968,0.814516129032
cnn,viola,audience,10,0,0.971698113208,0.783018867925,0.188679245283
cnn,violin,audience,10,0,0.953488372093,0.62015503876,0.333333333333
cnn,bassoon,audience,0,0,0.876288659794,0.113402061856,0.762886597938
cnn,cello,audience,0,0,0.973913043478,0.165217391304,0.808695652174
cnn,clarinet,audience,0,0,1,0.261261261261,0.738738738739
cnn,double-bass,audience,0,0,0.973913043478,0.686956521739,0.286956521739
cnn,flute,audience,0,0,1,0.367521367521,0.632478632479
cnn,french-horn,audience,0,0,0.939759036145,0.21686746988,0.722891566265
cnn,oboe,audience,0,0,1,0.0759493670886,0.924050632911
cnn,trombone,audience,0,0,0.973684210526,0.517543859649,0.456140350877
cnn,trumpet,audience,0,0,1,0.261538461538,0.738461538462
cnn,tuba,audience,0,0,1,0.112903225806,0.887096774194
cnn,viola,audience,0,0,0.971698113208,0.433962264151,0.537735849057
cnn,violin,audience,0,0,0.953488372093,0.736434108527,0.217054263566
cnn,bassoon,audience,-5,0,0.876288659794,0.0927835051546,0.783505154639
cnn,cello,audience,-5,0,0.973913043478,0.113043478261,0.860869565217
cnn,clarinet,audience,-5,0,1,0.216216216216,0.783783783784
cnn,double-bass,audience,-5,0,0.973913043478,0.347826086957,0.626086956522
cnn,flute,audience,-5,0,1,0.273504273504,0.726495726496
cnn,french-horn,audience,-5,0,0.939759036145,0.204819277108,0.734939759036
cnn,oboe,audience,-5,0,1,0.0759493670886,0.924050632911
cnn,trombone,audience,-5,0,0.973684210526,0.473684210526,0.5
cnn,trumpet,audience,-5,0,1,0.2,0.8
cnn,tuba,audience,-5,0,1,0.0967741935484,0.903225806452
cnn,viola,audience,-5,0,0.971698113208,0.264150943396,0.707547169811
cnn,violin,audience,-5,0,0.953488372093,0.829457364341,0.124031007752
cnn,bassoon,audience,-10,0,0.876288659794,0.0927835051546,0.783505154639
cnn,cello,audience,-10,0,0.973913043478,0.0782608695652,0.895652173913
cnn,clarinet,audience,-10,0,1,0.126126126126,0.873873873874
cnn,double-bass,audience,-10,0,0.973913043478,0.173913043478,0.8
cnn,flute,audience,-10,0,1,0.205128205128,0.794871794872
cnn,french-horn,audience,-10,0,0.939759036145,0.168674698795,0.771084337349
cnn,oboe,audience,-10,0,1,0.0759493670886,0.924050632911
cnn,trombone,audience,-10,0,0.973684210526,0.438596491228,0.535087719298
cnn,trumpet,audience,-10,0,1,0.169230769231,0.830769230769
cnn,tuba,audience,-10,0,1,0.0967741935484,0.903225806452
cnn,viola,audience,-10,0,0.971698113208,0.150943396226,0.820754716981
cnn,violin,audience,-10,0,0.953488372093,0.868217054264,0.0852713178295
cnn,bassoon,audience,50,1,0.876288659794,0.855670103093,0.020618556701
cnn,cello,audience,50,1,0.973913043478,0.973913043478,0
cnn,clarinet,audience,50,1,1,1,0
cnn,double-bass,audience,50,1,0.973913043478,0.982608695652,-0.00869565217391
cnn,flute,audience,50,1,1,0.991452991453,0.00854700854701
cnn,french-horn,audience,50,1,0.939759036145,0.89156626506,0.0481927710843
cnn,oboe,audience,50,1,1,1,0
cnn,trombone,audience,50,1,0.973684210526,0.973684210526,0
cnn,trumpet,audience,50,1,1,0.969230769231,0.0307692307692
cnn,tuba,audience,50,1,1,0.991935483871,0.00806451612903
cnn,viola,audience,50,1,0.971698113208,0.971698113208,0
cnn,violin,audience,50,1,0.953488372093,0.937984496124,0.015503875969
cnn,bassoon,audience,40,1,0.876288659794,0.824742268041,0.0515463917526
cnn,cello,audience,40,1,0.973913043478,0.965217391304,0.00869565217391
cnn,clarinet,audience,40,1,1,1,0
cnn,double-bass,audience,40,1,0.973913043478,0.982608695652,-0.00869565217391
cnn,flute,audience,40,1,1,0.974358974359,0.025641025641
cnn,french-horn,audience,40,1,0.939759036145,0.819277108434,0.120481927711
cnn,oboe,audience,40,1,1,0.974683544304,0.0253164556962
cnn,trombone,audience,40,1,0.973684210526,0.964912280702,0.00877192982456
cnn,trumpet,audience,40,1,1,0.861538461538,0.138461538462
cnn,tuba,audience,40,1,1,0.790322580645,0.209677419355
cnn,viola,audience,40,1,0.971698113208,0.981132075472,-0.00943396226415
cnn,violin,audience,40,1,0.953488372093,0.914728682171,0.0387596899225
cnn,bassoon,audience,30,1,0.876288659794,0.659793814433,0.216494845361
cnn,cello,audience,30,1,0.973913043478,0.930434782609,0.0434782608696
cnn,clarinet,audience,30,1,1,0.990990990991,0.00900900900901
cnn,double-bass,audience,30,1,0.973913043478,0.973913043478,0
cnn,flute,audience,30,1,1,0.846153846154,0.153846153846
cnn,french-horn,audience,30,1,0.939759036145,0.542168674699,0.397590361446
cnn,oboe,audience,30,1,1,0.759493670886,0.240506329114
cnn,trombone,audience,30,1,0.973684210526,0.842105263158,0.131578947368
cnn,trumpet,audience,30,1,1,0.676923076923,0.323076923077
cnn,tuba,audience,30,1,1,0.491935483871,0.508064516129
cnn,viola,audience,30,1,0.971698113208,0.990566037736,-0.0188679245283
cnn,violin,audience,30,1,0.953488372093,0.868217054264,0.0852713178295
cnn,bassoon,audience,20,1,0.876288659794,0.453608247423,0.422680412371
cnn,cello,audience,20,1,0.973913043478,0.730434782609,0.24347826087
cnn,clarinet,audience,20,1,1,0.882882882883,0.117117117117
cnn,double-bass,audience,20,1,0.973913043478,0.973913043478,0
cnn,flute,audience,20,1,1,0.717948717949,0.282051282051
cnn,french-horn,audience,20,1,0.939759036145,0.33734939759,0.602409638554
cnn,oboe,audience,20,1,1,0.417721518987,0.582278481013
cnn,trombone,audience,20,1,0.973684210526,0.719298245614,0.254385964912
cnn,trumpet,audience,20,1,1,0.553846153846,0.446153846154
cnn,tuba,audience,20,1,1,0.33064516129,0.66935483871
cnn,viola,audience,20,1,0.971698113208,0.905660377358,0.0660377358491
cnn,violin,audience,20,1,0.953488372093,0.751937984496,0.201550387597
cnn,bassoon,audience,10,1,0.876288659794,0.278350515464,0.59793814433
cnn,cello,audience,10,1,0.973913043478,0.417391304348,0.55652173913
cnn,clarinet,audience,10,1,1,0.513513513514,0.486486486486
cnn,double-bass,audience,10,1,0.973913043478,0.982608695652,-0.00869565217391
cnn,flute,audience,10,1,1,0.564102564103,0.435897435897
cnn,french-horn,audience,10,1,0.939759036145,0.277108433735,0.66265060241
cnn,oboe,audience,10,1,1,0.227848101266,0.772151898734
cnn,trombone,audience,10,1,0.973684210526,0.59649122807,0.377192982456
cnn,trumpet,audience,10,1,1,0.4,0.6
cnn,tuba,audience,10,1,1,0.193548387097,0.806451612903
cnn,viola,audience,10,1,0.971698113208,0.575471698113,0.396226415094
cnn,violin,audience,10,1,0.953488372093,0.658914728682,0.294573643411
cnn,bassoon,audience,0,1,0.876288659794,0.20618556701,0.670103092784
cnn,cello,audience,0,1,0.973913043478,0.182608695652,0.791304347826
cnn,clarinet,audience,0,1,1,0.315315315315,0.684684684685
cnn,double-bass,audience,0,1,0.973913043478,0.704347826087,0.269565217391
cnn,flute,audience,0,1,1,0.358974358974,0.641025641026
cnn,french-horn,audience,0,1,0.939759036145,0.228915662651,0.710843373494
cnn,oboe,audience,0,1,1,0.151898734177,0.848101265823
cnn,trombone,audience,0,1,0.973684210526,0.473684210526,0.5
cnn,trumpet,audience,0,1,1,0.230769230769,0.769230769231
cnn,tuba,audience,0,1,1,0.145161290323,0.854838709677
cnn,viola,audience,0,1,0.971698113208,0.339622641509,0.632075471698
cnn,violin,audience,0,1,0.953488372093,0.821705426357,0.131782945736
cnn,bassoon,audience,-5,1,0.876288659794,0.175257731959,0.701030927835
cnn,cello,audience,-5,1,0.973913043478,0.113043478261,0.860869565217
cnn,clarinet,audience,-5,1,1,0.279279279279,0.720720720721
cnn,double-bass,audience,-5,1,0.973913043478,0.434782608696,0.539130434783
cnn,flute,audience,-5,1,1,0.299145299145,0.700854700855
cnn,french-horn,audience,-5,1,0.939759036145,0.204819277108,0.734939759036
cnn,oboe,audience,-5,1,1,0.126582278481,0.873417721519
cnn,trombone,audience,-5,1,0.973684210526,0.447368421053,0.526315789474
cnn,trumpet,audience,-5,1,1,0.2,0.8
cnn,tuba,audience,-5,1,1,0.112903225806,0.887096774194
cnn,viola,audience,-5,1,0.971698113208,0.207547169811,0.764150943396
cnn,violin,audience,-5,1,0.953488372093,0.813953488372,0.139534883721
cnn,bassoon,audience,-10,1,0.876288659794,0.134020618557,0.742268041237
cnn,cello,audience,-10,1,0.973913043478,0.0608695652174,0.913043478261
cnn,clarinet,audience,-10,1,1,0.198198198198,0.801801801802
cnn,double-bass,audience,-10,1,0.973913043478,0.269565217391,0.704347826087
cnn,flute,audience,-10,1,1,0.239316239316,0.760683760684
cnn,french-horn,audience,-10,1,0.939759036145,0.180722891566,0.759036144578
cnn,oboe,audience,-10,1,1,0.101265822785,0.898734177215
cnn,trombone,audience,-10,1,0.973684210526,0.429824561404,0.543859649123
cnn,trumpet,audience,-10,1,1,0.169230769231,0.830769230769
cnn,tuba,audience,-10,1,1,0.0967741935484,0.903225806452
cnn,viola,audience,-10,1,0.971698113208,0.132075471698,0.839622641509
cnn,violin,audience,-10,1,0.953488372093,0.84496124031,0.108527131783
cnn,bassoon,studio,50,0,0.876288659794,0.876288659794,0
cnn,cello,studio,50,0,0.973913043478,0.973913043478,0
cnn,clarinet,studio,50,0,1,1,0
cnn,double-bass,studio,50,0,0.973913043478,0.973913043478,0
cnn,flute,studio,50,0,1,0.974358974359,0.025641025641
cnn,french-horn,studio,50,0,0.939759036145,0.903614457831,0.0361445783133
cnn,oboe,studio,50,0,1,1,0
cnn,trombone,studio,50,0,0.973684210526,0.973684210526,0
cnn,trumpet,studio,50,0,1,0.984615384615,0.0153846153846
cnn,tuba,studio,50,0,1,0.975806451613,0.0241935483871
cnn,viola,studio,50,0,0.971698113208,0.971698113208,0
cnn,violin,studio,50,0,0.953488372093,0.953488372093,0
cnn,bassoon,studio,40,0,0.876288659794,0.865979381443,0.0103092783505
cnn,cello,studio,40,0,0.973913043478,0.982608695652,-0.00869565217391
cnn,clarinet,studio,40,0,1,0.990990990991,0.00900900900901
cnn,double-bass,studio,40,0,0.973913043478,0.982608695652,-0.00869565217391
cnn,flute,studio,40,0,1,0.897435897436,0.102564102564
cnn,french-horn,studio,40,0,0.939759036145,0.746987951807,0.192771084337
cnn,oboe,studio,40,0,1,0.936708860759,0.0632911392405
cnn,trombone,studio,40,0,0.973684210526,0.973684210526,0
cnn,trumpet,studio,40,0,1,0.815384615385,0.184615384615
cnn,tuba,studio,40,0,1,0.725806451613,0.274193548387
cnn,viola,studio,40,0,0.971698113208,0.971698113208,0
cnn,violin,studio,40,0,0.953488372093,0.937984496124,0.015503875969
cnn,bassoon,studio,30,0,0.876288659794,0.59793814433,0.278350515464
cnn,cello,studio,30,0,0.973913043478,0.947826086957,0.0260869565217
cnn,clarinet,studio,30,0,1,0.945945945946,0.0540540540541
cnn,double-bass,studio,30,0,0.973913043478,0.973913043478,0
cnn,flute,studio,30,0,1,0.623931623932,0.376068376068
cnn,french-horn,studio,30,0,0.939759036145,0.530120481928,0.409638554217
cnn,oboe,studio,30,0,1,0.582278481013,0.417721518987
cnn,trombone,studio,30,0,0.973684210526,0.80701754386,0.166666666667
cnn,trumpet,studio,30,0,1,0.569230769231,0.430769230769
cnn,tuba,studio,30,0,1,0.290322580645,0.709677419355
cnn,viola,studio,30,0,0.971698113208,0.971698113208,0
cnn,violin,studio,30,0,0.953488372093,0.736434108527,0.217054263566
cnn,bassoon,studio,20,0,0.876288659794,0.237113402062,0.639175257732
cnn,cello,studio,20,0,0.973913043478,0.704347826087,0.269565217391
cnn,clarinet,studio,20,0,1,0.459459459459,0.540540540541
cnn,double-bass,studio,20,0,0.973913043478,1,-0.0260869565217
cnn,flute,studio,20,0,1,0.410256410256,0.589743589744
