model,label,noise_type,snr_db,replicate,clean_recall,noisy_recall,recall_loss
crnn,french-horn,studio,0,1,0.951807228916,0.144578313253,0.807228915663
crnn,oboe,studio,0,1,0.987341772152,0,0.987341772152
crnn,trombone,studio,0,1,0.991228070175,0.0175438596491,0.973684210526
crnn,trumpet,studio,0,1,1,0.0307692307692,0.969230769231
crnn,tuba,studio,0,1,1,0,1
crnn,viola,studio,0,1,0.990566037736,0.141509433962,0.849056603774
crnn,violin,studio,0,1,0.922480620155,0.511627906977,0.410852713178
crnn,bassoon,studio,-5,1,0.876288659794,0,0.876288659794
crnn,cello,studio,-5,1,0.991304347826,0.0434782608696,0.947826086957
crnn,clarinet,studio,-5,1,1,0,1
crnn,double-bass,studio,-5,1,1,0.0695652173913,0.930434782609
crnn,flute,studio,-5,1,0.991452991453,0.555555555556,0.435897435897
crnn,french-horn,studio,-5,1,0.951807228916,0.120481927711,0.831325301205
crnn,oboe,studio,-5,1,0.987341772152,0,0.987341772152
crnn,trombone,studio,-5,1,0.991228070175,0.00877192982456,0.982456140351
crnn,trumpet,studio,-5,1,1,0,1
crnn,tuba,studio,-5,1,1,0,1
crnn,viola,studio,-5,1,0.990566037736,0.103773584906,0.88679245283
crnn,violin,studio,-5,1,0.922480620155,0.542635658915,0.37984496124
crnn,bassoon,studio,-10,1,0.876288659794,0,0.876288659794
crnn,cello,studio,-10,1,0.991304347826,0.0173913043478,0.973913043478
crnn,clarinet,studio,-10,1,1,0,1
crnn,double-bass,studio,-10,1,1,0.0521739130435,0.947826086957
crnn,flute,studio,-10,1,0.991452991453,0.470085470085,0.521367521368
crnn,french-horn,studio,-10,1,0.951807228916,0.0722891566265,0.879518072289
crnn,oboe,studio,-10,1,0.987341772152,0,0.987341772152
crnn,trombone,studio,-10,1,0.991228070175,0,0.991228070175
crnn,trumpet,studio,-10,1,1,0,1
crnn,tuba,studio,-10,1,1,0,1
crnn,viola,studio,-10,1,0.990566037736,0.0754716981132,0.915094339623
crnn,violin,studio,-10,1,0.922480620155,0.697674418605,0.22480620155
mert,bassoon,white,50,0,0.855670103093,0.731958762887,0.123711340206
mert,cello,white,50,0,0.75652173913,0.739130434783,0.0173913043478
mert,clarinet,white,50,0,0.963963963964,0.936936936937,0.027027027027
mert,double-bass,white,50,0,0.965217391304,0.95652173913,0.00869565217391
mert,flute,white,50,0,0.803418803419,0.846153846154,-0.042735042735
mert,french-horn,white,50,0,0.879518072289,0.855421686747,0.0240963855422
mert,oboe,white,50,0,0.873417721519,0.696202531646,0.177215189873
mert,trombone,white,50,0,0.964912280702,0.991228070175,-0.0263157894737
mert,trumpet,white,50,0,0.892307692308,0.907692307692,-0.0153846153846
mert,tuba,white,50,0,1,0.733870967742,0.266129032258
mert,viola,white,50,0,0.962264150943,0.962264150943,0
mert,violin,white,50,0,0.821705426357,0.860465116279,-0.0387596899225
mert,bassoon,white,40,0,0.855670103093,0.711340206186,0.144329896907
mert,cello,white,40,0,0.75652173913,0.669565217391,0.0869565217391
mert,clarinet,white,40,0,0.963963963964,0.792792792793,0.171171171171
mert,double-bass,white,40,0,0.965217391304,0.947826086957,0.0173913043478
mert,flute,white,40,0,0.803418803419,0.871794871795,-0.0683760683761
mert,french-horn,white,40,0,0.879518072289,0.78313253012,0.0963855421687
mert,oboe,white,40,0,0.873417721519,0.20253164557,0.670886075949
mert,trombone,white,40,0,0.964912280702,0.991228070175,-0.0263157894737
mert,trumpet,white,40,0,0.892307692308,0.769230769231,0.123076923077
mert,tuba,white,40,0,1,0.314516129032,0.685483870968
mert,viola,white,40,0,0.962264150943,0.915094339623,0.0471698113208
mert,violin,white,40,0,0.821705426357,0.84496124031,-0.0232558139535
mert,bassoon,white,30,0,0.855670103093,0.659793814433,0.19587628866
mert,cello,white,30,0,0.75652173913,0.495652173913,0.260869565217
mert,clarinet,white,30,0,0.963963963964,0.684684684685,0.279279279279
mert,double-bass,white,30,0,0.965217391304,0.965217391304,0
mert,flute,white,30,0,0.803418803419,0.880341880342,-0.0769230769231
mert,french-horn,white,30,0,0.879518072289,0.698795180723,0.180722891566
mert,oboe,white,30,0,0.873417721519,0.0126582278481,0.860759493671
mert,trombone,white,30,0,0.964912280702,0.947368421053,0.0175438596491
mert,trumpet,white,30,0,0.892307692308,0.492307692308,0.4
mert,tuba,white,30,0,1,0.0483870967742,0.951612903226
mert,viola,white,30,0,0.962264150943,0.849056603774,0.11320754717
mert,violin,white,30,0,0.821705426357,0.84496124031,-0.0232558139535
mert,bassoon,white,20,0,0.855670103093,0.536082474227,0.319587628866
mert,cello,white,20,0,0.75652173913,0.147826086957,0.608695652174
mert,clarinet,white,20,0,0.963963963964,0.387387387387,0.576576576577
mert,double-bass,white,20,0,0.965217391304,0.982608695652,-0.0173913043478
mert,flute,white,20,0,0.803418803419,0.777777777778,0.025641025641
mert,french-horn,white,20,0,0.879518072289,0.542168674699,0.33734939759
mert,oboe,white,20,0,0.873417721519,0,0.873417721519
mert,trombone,white,20,0,0.964912280702,0.80701754386,0.157894736842
mert,trumpet,white,20,0,0.892307692308,0.292307692308,0.6
mert,tuba,white,20,0,1,0,1
mert,viola,white,20,0,0.962264150943,0.660377358491,0.301886792453
mert,violin,white,20,0,0.821705426357,0.84496124031,-0.0232558139535
mert,bassoon,white,10,0,0.855670103093,0.298969072165,0.556701030928
mert,cello,white,10,0,0.75652173913,0.00869565217391,0.747826086957
mert,clarinet,white,10,0,0.963963963964,0.0540540540541,0.90990990991
mert,double-bass,white,10,0,0.965217391304,0.982608695652,-0.0173913043478
mert,flute,white,10,0,0.803418803419,0.529914529915,0.273504273504
mert,french-horn,white,10,0,0.879518072289,0.228915662651,0.650602409639
mert,oboe,white,10,0,0.873417721519,0,0.873417721519
mert,trombone,white,10,0,0.964912280702,0.684210526316,0.280701754386
mert,trumpet,white,10,0,0.892307692308,0.107692307692,0.784615384615
mert,tuba,white,10,0,1,0,1
mert,viola,white,10,0,0.962264150943,0.0566037735849,0.905660377358
mert,violin,white,10,0,0.821705426357,0.829457364341,-0.0077519379845
mert,bassoon,white,0,0,0.855670103093,0,0.855670103093
mert,cello,white,0,0,0.75652173913,0,0.75652173913
mert,clarinet,white,0,0,0.963963963964,0,0.963963963964
mert,double-bass,white,0,0,0.965217391304,1,-0.0347826086957
mert,flute,white,0,0,0.803418803419,0,0.803418803419
mert,french-horn,white,0,0,0.879518072289,0,0.879518072289
mert,oboe,white,0,0,0.873417721519,0,0.873417721519
mert,trombone,white,0,0,0.964912280702,0.359649122807,0.605263157895
mert,trumpet,white,0,0,0.892307692308,0,0.892307692308
mert,tuba,white,0,0,1,0,1
mert,viola,white,0,0,0.962264150943,0,0.962264150943
mert,violin,white,0,0,0.821705426357,0.945736434109,-0.124031007752
mert,bassoon,white,-5,0,0.855670103093,0,0.855670103093
mert,cello,white,-5,0,0.75652173913,0,0.75652173913
mert,clarinet,white,-5,0,0.963963963964,0,0.963963963964
mert,double-bass,white,-5,0,0.965217391304,0.95652173913,0.00869565217391
mert,flute,white,-5,0,0.803418803419,0,0.803418803419
mert,french-horn,white,-5,0,0.879518072289,0,0.879518072289
mert,oboe,white,-5,0,0.873417721519,0,0.873417721519
mert,trombone,white,-5,0,0.964912280702,0.0701754385965,0.894736842105
mert,trumpet,white,-5,0,0.892307692308,0,0.892307692308
mert,tuba,white,-5,0,1,0,1
mert,viola,white,-5,0,0.962264150943,0,0.962264150943
mert,violin,white,-5,0,0.821705426357,0.953488372093,-0.131782945736
mert,bassoon,white,-10,0,0.855670103093,0,0.855670103093
mert,cello,white,-10,0,0.75652173913,0,0.75652173913
mert,clarinet,white,-10,0,0.963963963964,0,0.963963963964
mert,double-bass,white,-10,0,0.965217391304,0.617391304348,0.347826086957
mert,flute,white,-10,0,0.803418803419,0,0.803418803419
mert,french-horn,white,-10,0,0.879518072289,0,0.879518072289
mert,oboe,white,-10,0,0.873417721519,0,0.873417721519
mert,trombone,white,-10,0,0.964912280702,0,0.964912280702
mert,trumpet,white,-10,0,0.892307692308,0,0.892307692308
mert,tuba,white,-10,0,1,0,1
mert,viola,white,-10,0,0.962264150943,0,0.962264150943
mert,violin,white,-10,0,0.821705426357,0.968992248062,-0.147286821705
mert,bassoon,white,50,1,0.855670103093,0.731958762887,0.123711340206
mert,cello,white,50,1,0.75652173913,0.739130434783,0.0173913043478
mert,clarinet,white,50,1,0.963963963964,0.936936936937,0.027027027027
mert,double-bass,white,50,1,0.965217391304,0.95652173913,0.00869565217391
mert,flute,white,50,1,0.803418803419,0.846153846154,-0.042735042735
mert,french-horn,white,50,1,0.879518072289,0.855421686747,0.0240963855422
mert,oboe,white,50,1,0.873417721519,0.683544303797,0.189873417722
mert,trombone,white,50,1,0.964912280702,0.991228070175,-0.0263157894737
mert,trumpet,white,50,1,0.892307692308,0.907692307692,-0.0153846153846
mert,tuba,white,50,1,1,0.75,0.25
mert,viola,white,50,1,0.962264150943,0.962264150943,0
mert,violin,white,50,1,0.821705426357,0.875968992248,-0.0542635658915
mert,bassoon,white,40,1,0.855670103093,0.701030927835,0.154639175258
mert,cello,white,40,1,0.75652173913,0.669565217391,0.0869565217391
mert,clarinet,white,40,1,0.963963963964,0.783783783784,0.18018018018
mert,double-bass,white,40,1,0.965217391304,0.939130434783,0.0260869565217
mert,flute,white,40,1,0.803418803419,0.871794871795,-0.0683760683761
mert,french-horn,white,40,1,0.879518072289,0.78313253012,0.0963855421687
mert,oboe,white,40,1,0.873417721519,0.227848101266,0.645569620253
mert,trombone,white,40,1,0.964912280702,0.991228070175,-0.0263157894737
mert,trumpet,white,40,1,0.892307692308,0.753846153846,0.138461538462
mert,tuba,white,40,1,1,0.306451612903,0.693548387097
mert,viola,white,40,1,0.962264150943,0.915094339623,0.0471698113208
mert,violin,white,40,1,0.821705426357,0.84496124031,-0.0232558139535
mert,bassoon,white,30,1,0.855670103093,0.659793814433,0.19587628866
mert,cello,white,30,1,0.75652173913,0.486956521739,0.269565217391
mert,clarinet,white,30,1,0.963963963964,0.675675675676,0.288288288288
mert,double-bass,white,30,1,0.965217391304,0.95652173913,0.00869565217391
mert,flute,white,30,1,0.803418803419,0.905982905983,-0.102564102564
mert,french-horn,white,30,1,0.879518072289,0.698795180723,0.180722891566
mert,oboe,white,30,1,0.873417721519,0.0126582278481,0.860759493671
mert,trombone,white,30,1,0.964912280702,0.964912280702,0
mert,trumpet,white,30,1,0.892307692308,0.476923076923,0.415384615385
mert,tuba,white,30,1,1,0.0645161290323,0.935483870968
mert,viola,white,30,1,0.962264150943,0.858490566038,0.103773584906
mert,violin,white,30,1,0.821705426357,0.84496124031,-0.0232558139535
mert,bassoon,white,20,1,0.855670103093,0.515463917526,0.340206185567
mert,cello,white,20,1,0.75652173913,0.15652173913,0.6
mert,clarinet,white,20,1,0.963963963964,0.396396396396,0.567567567568
mert,double-bass,white,20,1,0.965217391304,0.982608695652,-0.0173913043478
mert,flute,white,20,1,0.803418803419,0.769230769231,0.034188034188
mert,french-horn,white,20,1,0.879518072289,0.55421686747,0.325301204819
mert,oboe,white,20,1,0.873417721519,0,0.873417721519
mert,trombone,white,20,1,0.964912280702,0.815789473684,0.149122807018
mert,trumpet,white,20,1,0.892307692308,0.292307692308,0.6
mert,tuba,white,20,1,1,0,1
mert,viola,white,20,1,0.962264150943,0.650943396226,0.311320754717
mert,violin,white,20,1,0.821705426357,0.821705426357,0
mert,bassoon,white,10,1,0.855670103093,0.288659793814,0.567010309278
mert,cello,white,10,1,0.75652173913,0.00869565217391,0.747826086957
mert,clarinet,white,10,1,0.963963963964,0.0720720720721,0.891891891892
mert,double-bass,white,10,1,0.965217391304,0.991304347826,-0.0260869565217
mert,flute,white,10,1,0.803418803419,0.529914529915,0.273504273504
mert,french-horn,white,10,1,0.879518072289,0.228915662651,0.650602409639
mert,oboe,white,10,1,0.873417721519,0,0.873417721519
mert,trombone,white,10,1,0.964912280702,0.69298245614,0.271929824561
mert,trumpet,white,10,1,0.892307692308,0.107692307692,0.784615384615
mert,tuba,white,10,1,1,0,1
mert,viola,white,10,1,0.962264150943,0.0849056603774,0.877358490566
mert,violin,white,10,1,0.821705426357,0.837209302326,-0.015503875969
mert,bassoon,white,0,1,0.855670103093,0,0.855670103093
mert,cello,white,0,1,0.75652173913,0,0.75652173913
mert,clarinet,white,0,1,0.963963963964,0,0.963963963964
mert,double-bass,white,0,1,0.965217391304,0.991304347826,-0.0260869565217
mert,flute,white,0,1,0.803418803419,0,0.803418803419
mert,french-horn,white,0,1,0.879518072289,0,0.879518072289
mert,oboe,white,0,1,0.873417721519,0,0.873417721519
mert,trombone,white,0,1,0.964912280702,0.368421052632,0.59649122807
mert,trumpet,white,0,1,0.892307692308,0,0.892307692308
mert,tuba,white,0,1,1,0,1
mert,viola,white,0,1,0.962264150943,0,0.962264150943
mert,violin,white,0,1,0.821705426357,0.945736434109,-0.124031007752
mert,bassoon,white,-5,1,0.855670103093,0,0.855670103093
mert,cello,white,-5,1,0.75652173913,0,0.75652173913
mert,clarinet,white,-5,1,0.963963963964,0,0.963963963964
mert,double-bass,white,-5,1,0.965217391304,0.947826086957,0.0173913043478
mert,flute,white,-5,1,0.803418803419,0,0.803418803419
mert,french-horn,white,-5,1,0.879518072289,0,0.879518072289
mert,oboe,white,-5,1,0.873417721519,0,0.873417721519
mert,trombone,white,-5,1,0.964912280702,0.0964912280702,0.868421052632
mert,trumpet,white,-5,1,0.892307692308,0,0.892307692308
mert,tuba,white,-5,1,1,0,1
mert,viola,white,-5,1,0.962264150943,0,0.962264150943
mert,violin,white,-5,1,0.821705426357,0.968992248062,-0.147286821705
mert,bassoon,white,-10,1,0.855670103093,0,0.855670103093
mert,cello,white,-10,1,0.75652173913,0,0.75652173913
mert,clarinet,white,-10,1,0.963963963964,0,0.963963963964
mert,double-bass,white,-10,1,0.965217391304,0.608695652174,0.35652173913
mert,flute,white,-10,1,0.803418803419,0,0.803418803419
mert,french-horn,white,-10,1,0.879518072289,0,0.879518072289
mert,oboe,white,-10,1,0.873417721519,0,0.873417721519
mert,trombone,white,-10,1,0.964912280702,0,0.964912280702
mert,trumpet,white,-10,1,0.892307692308,0,0.892307692308
mert,tuba,white,-10,1,1,0,1
mert,viola,white,-10,1,0.962264150943,0,0.962264150943
mert,violin,white,-10,1,0.821705426357,0.976744186047,-0.15503875969
mert,bassoon,audience,50,0,0.855670103093,0.80412371134,0.0515463917526
mert,cello,audience,50,0,0.75652173913,0.75652173913,0
mert,clarinet,audience,50,0,0.963963963964,0.963963963964,0
mert,double-bass,audience,50,0,0.965217391304,0.965217391304,0
mert,flute,audience,50,0,0.803418803419,0.811965811966,-0.00854700854701
mert,french-horn,audience,50,0,0.879518072289,0.879518072289,0
mert,oboe,audience,50,0,0.873417721519,0.873417721519,0
mert,trombone,audience,50,0,0.964912280702,0.964912280702,0
mert,trumpet,audience,50,0,0.892307692308,0.907692307692,-0.0153846153846
mert,tuba,audience,50,0,1,0.991935483871,0.00806451612903
mert,viola,audience,50,0,0.962264150943,0.962264150943,0
mert,violin,audience,50,0,0.821705426357,0.829457364341,-0.0077519379845
mert,bassoon,audience,40,0,0.855670103093,0.783505154639,0.0721649484536
mert,cello,audience,40,0,0.75652173913,0.739130434783,0.0173913043478
mert,clarinet,audience,40,0,0.963963963964,0.954954954955,0.00900900900901
mert,double-bass,audience,40,0,0.965217391304,0.965217391304,0
mert,flute,audience,40,0,0.803418803419,0.820512820513,-0.017094017094
mert,french-horn,audience,40,0,0.879518072289,0.843373493976,0.0361445783133
mert,oboe,audience,40,0,0.873417721519,0.810126582278,0.0632911392405
mert,trombone,audience,40,0,0.964912280702,0.982456140351,-0.0175438596491
mert,trumpet,audience,40,0,0.892307692308,0.892307692308,0
mert,tuba,audience,40,0,1,0.911290322581,0.0887096774194
mert,viola,audience,40,0,0.962264150943,0.962264150943,0
mert,violin,audience,40,0,0.821705426357,0.829457364341,-0.0077519379845
mert,bassoon,audience,30,0,0.855670103093,0.752577319588,0.103092783505
mert,cello,audience,30,0,0.75652173913,0.695652173913,0.0608695652174
mert,clarinet,audience,30,0,0.963963963964,0.900900900901,0.0630630630631
mert,double-bass,audience,30,0,0.965217391304,0.965217391304,0
mert,flute,audience,30,0,0.803418803419,0.820512820513,-0.017094017094
mert,french-horn,audience,30,0,0.879518072289,0.843373493976,0.0361445783133
mert,oboe,audience,30,0,0.873417721519,0.658227848101,0.215189873418
mert,trombone,audience,30,0,0.964912280702,0.973684210526,-0.00877192982456
mert,trumpet,audience,30,0,0.892307692308,0.861538461538,0.0307692307692
mert,tuba,audience,30,0,1,0.685483870968,0.314516129032
mert,viola,audience,30,0,0.962264150943,0.924528301887,0.0377358490566
mert,violin,audience,30,0,0.821705426357,0.837209302326,-0.015503875969
mert,bassoon,audience,20,0,0.855670103093,0.659793814433,0.19587628866
mert,cello,audience,20,0,0.75652173913,0.513043478261,0.24347826087
mert,clarinet,audience,20,0,0.963963963964,0.747747747748,0.216216216216
mert,double-bass,audience,20,0,0.965217391304,0.947826086957,0.0173913043478
mert,flute,audience,20,0,0.803418803419,0.735042735043,0.0683760683761
mert,french-horn,audience,20,0,0.879518072289,0.698795180723,0.180722891566
mert,oboe,audience,20,0,0.873417721519,0.455696202532,0.417721518987
mert,trombone,audience,20,0,0.964912280702,0.885964912281,0.0789473684211
mert,trumpet,audience,20,0,0.892307692308,0.646153846154,0.246153846154
mert,tuba,audience,20,0,1,0.411290322581,0.588709677419
mert,viola,audience,20,0,0.962264150943,0.858490566038,0.103773584906
mert,violin,audience,20,0,0.821705426357,0.837209302326,-0.015503875969
mert,bassoon,audience,10,0,0.855670103093,0.443298969072,0.412371134021
mert,cello,audience,10,0,0.75652173913,0.35652173913,0.4
mert,clarinet,audience,10,0,0.963963963964,0.396396396396,0.567567567568
mert,double-bass,audience,10,0,0.965217391304,0.878260869565,0.0869565217391
mert,flute,audience,10,0,0.803418803419,0.495726495726,0.307692307692
mert,french-horn,audience,10,0,0.879518072289,0.409638554217,0.469879518072
mert,oboe,audience,10,0,0.873417721519,0.303797468354,0.569620253165
mert,trombone,audience,10,0,0.964912280702,0.69298245614,0.271929824561
mert,trumpet,audience,10,0,0.892307692308,0.492307692308,0.4
mert,tuba,audience,10,0,1,0.225806451613,0.774193548387
mert,viola,audience,10,0,0.962264150943,0.811320754717,0.150943396226
mert,violin,audience,10,0,0.821705426357,0.821705426357,0
mert,bassoon,audience,0,0,0.855670103093,0.19587628866,0.659793814433
mert,cello,audience,0,0,0.75652173913,0.24347826087,0.513043478261
mert,clarinet,audience,0,0,0.963963963964,0.144144144144,0.81981981982
mert,double-bass,audience,0,0,0.965217391304,0.8,0.165217391304
mert,flute,audience,0,0,0.803418803419,0.153846153846,0.649572649573
mert,french-horn,audience,0,0,0.879518072289,0.144578313253,0.734939759036
mert,oboe,audience,0,0,0.873417721519,0.0886075949367,0.784810126582
mert,trombone,audience,0,0,0.964912280702,0.394736842105,0.570175438596
mert,trumpet,audience,0,0,0.892307692308,0.323076923077,0.569230769231
mert,tuba,audience,0,0,1,0.0967741935484,0.903225806452
mert,viola,audience,0,0,0.962264150943,0.5,0.462264150943
mert,violin,audience,0,0,0.821705426357,0.751937984496,0.0697674418605
mert,bassoon,audience,-5,0,0.855670103093,0.0927835051546,0.762886597938
mert,cello,audience,-5,0,0.75652173913,0.2,0.55652173913
mert,clarinet,audience,-5,0,0.963963963964,0.0810810810811,0.882882882883
mert,double-bass,audience,-5,0,0.965217391304,0.669565217391,0.295652173913
mert,flute,audience,-5,0,0.803418803419,0.102564102564,0.700854700855
mert,french-horn,audience,-5,0,0.879518072289,0.10843373494,0.771084337349
mert,oboe,audience,-5,0,0.873417721519,0.0632911392405,0.810126582278
mert,trombone,audience,-5,0,0.964912280702,0.245614035088,0.719298245614
mert,trumpet,audience,-5,0,0.892307692308,0.276923076923,0.615384615385
mert,tuba,audience,-5,0,1,0.0322580645161,0.967741935484
mert,viola,audience,-5,0,0.962264150943,0.27358490566,0.688679245283
mert,violin,audience,-5,0,0.821705426357,0.728682170543,0.093023255814
mert,bassoon,audience,-10,0,0.855670103093,0.0618556701031,0.79381443299
mert,cello,audience,-10,0,0.75652173913,0.139130434783,0.617391304348
mert,clarinet,audience,-10,0,0.963963963964,0.018018018018,0.945945945946
mert,double-bass,audience,-10,0,0.965217391304,0.55652173913,0.408695652174
mert,flute,audience,-10,0,0.803418803419,0.0512820512821,0.752136752137
mert,french-horn,audience,-10,0,0.879518072289,0.0843373493976,0.795180722892
mert,oboe,audience,-10,0,0.873417721519,0.0253164556962,0.848101265823
mert,trombone,audience,-10,0,0.964912280702,0.210526315789,0.754385964912
mert,trumpet,audience,-10,0,0.892307692308,0.261538461538,0.630769230769
mert,tuba,audience,-10,0,1,0,1
mert,viola,audience,-10,0,0.962264150943,0.103773584906,0.858490566038
mert,violin,audience,-10,0,0.821705426357,0.682170542636,0.139534883721
mert,bassoon,audience,50,1,0.855670103093,0.80412371134,0.0515463917526
mert,cello,audience,50,1,0.75652173913,0.765217391304,-0.00869565217391
mert,clarinet,audience,50,1,0.963963963964,0.963963963964,0
mert,double-bass,audience,50,1,0.965217391304,0.965217391304,0
mert,flute,audience,50,1,0.803418803419,0.803418803419,0
mert,french-horn,audience,50,1,0.879518072289,0.89156626506,-0.0120481927711
mert,oboe,audience,50,1,0.873417721519,0.848101265823,0.0253164556962
mert,trombone,audience,50,1,0.964912280702,0.973684210526,-0.00877192982456
mert,trumpet,audience,50,1,0.892307692308,0.892307692308,0
mert,tuba,audience,50,1,1,0.991935483871,0.00806451612903
mert,viola,audience,50,1,0.962264150943,0.962264150943,0
mert,violin,audience,50,1,0.821705426357,0.829457364341,-0.0077519379845
mert,bassoon,audience,40,1,0.855670103093,0.783505154639,0.0721649484536
mert,cello,audience,40,1,0.75652173913,0.75652173913,0
mert,clarinet,audience,40,1,0.963963963964,0.945945945946,0.018018018018
mert,double-bass,audience,40,1,0.965217391304,0.982608695652,-0.0173913043478
mert,flute,audience,40,1,0.803418803419,0.811965811966,-0.00854700854701
mert,french-horn,audience,40,1,0.879518072289,0.867469879518,0.0120481927711
mert,oboe,audience,40,1,0.873417721519,0.79746835443,0.0759493670886
mert,trombone,audience,40,1,0.964912280702,0.982456140351,-0.0175438596491
mert,trumpet,audience,40,1,0.892307692308,0.892307692308,0
mert,tuba,audience,40,1,1,0.935483870968,0.0645161290323
mert,viola,audience,40,1,0.962264150943,0.962264150943,0
mert,violin,audience,40,1,0.821705426357,0.829457364341,-0.0077519379845
mert,bassoon,audience,30,1,0.855670103093,0.742268041237,0.113402061856
mert,cello,audience,30,1,0.75652173913,0.739130434783,0.0173913043478
mert,clarinet,audience,30,1,0.963963963964,0.927927927928,0.036036036036
mert,double-bass,audience,30,1,0.965217391304,0.982608695652,-0.0173913043478
mert,flute,audience,30,1,0.803418803419,0.803418803419,0
mert,french-horn,audience,30,1,0.879518072289,0.795180722892,0.0843373493976
mert,oboe,audience,30,1,0.873417721519,0.670886075949,0.20253164557
mert,trombone,audience,30,1,0.964912280702,0.973684210526,-0.00877192982456
mert,trumpet,audience,30,1,0.892307692308,0.861538461538,0.0307692307692
mert,tuba,audience,30,1,1,0.725806451613,0.274193548387
mert,viola,audience,30,1,0.962264150943,0.943396226415,0.0188679245283
mert,violin,audience,30,1,0.821705426357,0.837209302326,-0.015503875969
mert,bassoon,audience,20,1,0.855670103093,0.670103092784,0.185567010309
mert,cello,audience,20,1,0.75652173913,0.539130434783,0.217391304348
mert,clarinet,audience,20,1,0.963963963964,0.720720720721,0.243243243243
mert,double-bass,audience,20,1,0.965217391304,0.982608695652,-0.0173913043478
mert,flute,audience,20,1,0.803418803419,0.726495726496,0.0769230769231
mert,french-horn,audience,20,1,0.879518072289,0.66265060241,0.21686746988
mert,oboe,audience,20,1,0.873417721519,0.53164556962,0.341772151899
mert,trombone,audience,20,1,0.964912280702,0.833333333333,0.131578947368
mert,trumpet,audience,20,1,0.892307692308,0.738461538462,0.153846153846
mert,tuba,audience,20,1,1,0.516129032258,0.483870967742
mert,viola,audience,20,1,0.962264150943,0.896226415094,0.0660377358491
mert,violin,audience,20,1,0.821705426357,0.829457364341,-0.0077519379845
mert,bassoon,audience,10,1,0.855670103093,0.494845360825,0.360824742268
mert,cello,audience,10,1,0.75652173913,0.313043478261,0.44347826087
mert,clarinet,audience,10,1,0.963963963964,0.396396396396,0.567567567568
mert,double-bass,audience,10,1,0.965217391304,0.973913043478,-0.00869565217391
mert,flute,audience,10,1,0.803418803419,0.478632478632,0.324786324786
mert,french-horn,audience,10,1,0.879518072289,0.44578313253,0.433734939759
mert,oboe,audience,10,1,0.873417721519,0.291139240506,0.582278481013
mert,trombone,audience,10,1,0.964912280702,0.684210526316,0.280701754386
mert,trumpet,audience,10,1,0.892307692308,0.569230769231,0.323076923077
mert,tuba,audience,10,1,1,0.314516129032,0.685483870968
mert,viola,audience,10,1,0.962264150943,0.745283018868,0.216981132075
mert,violin,audience,10,1,0.821705426357,0.813953488372,0.0077519379845
mert,bassoon,audience,0,1,0.855670103093,0.226804123711,0.628865979381
mert,cello,audience,0,1,0.75652173913,0.278260869565,0.478260869565
mert,clarinet,audience,0,1,0.963963963964,0.126126126126,0.837837837838
mert,double-bass,audience,0,1,0.965217391304,0.860869565217,0.104347826087
mert,flute,audience,0,1,0.803418803419,0.119658119658,0.683760683761
mert,french-horn,audience,0,1,0.879518072289,0.240963855422,0.638554216867
mert,oboe,audience,0,1,0.873417721519,0.0759493670886,0.79746835443
mert,trombone,audience,0,1,0.964912280702,0.429824561404,0.535087719298
mert,trumpet,audience,0,1,0.892307692308,0.338461538462,0.553846153846
mert,tuba,audience,0,1,1,0.0806451612903,0.91935483871
mert,viola,audience,0,1,0.962264150943,0.405660377358,0.556603773585
mert,violin,audience,0,1,0.821705426357,0.790697674419,0.031007751938
mert,bassoon,audience,-5,1,0.855670103093,0.134020618557,0.721649484536
mert,cello,audience,-5,1,0.75652173913,0.2,0.55652173913
mert,clarinet,audience,-5,1,0.963963963964,0.0630630630631,0.900900900901
mert,double-bass,audience,-5,1,0.965217391304,0.669565217391,0.295652173913
mert,flute,audience,-5,1,0.803418803419,0.0683760683761,0.735042735043
mert,french-horn,audience,-5,1,0.879518072289,0.10843373494,0.771084337349
mert,oboe,audience,-5,1,0.873417721519,0.0253164556962,0.848101265823
mert,trombone,audience,-5,1,0.964912280702,0.394736842105,0.570175438596
mert,trumpet,audience,-5,1,0.892307692308,0.307692307692,0.584615384615
mert,tuba,audience,-5,1,1,0.0645161290323,0.935483870968
mert,viola,audience,-5,1,0.962264150943,0.198113207547,0.764150943396
mert,violin,audience,-5,1,0.821705426357,0.705426356589,0.116279069767
mert,bassoon,audience,-10,1,0.855670103093,0.0721649484536,0.783505154639
mert,cello,audience,-10,1,0.75652173913,0.147826086957,0.608695652174
mert,clarinet,audience,-10,1,0.963963963964,0.045045045045,0.918918918919
mert,double-bass,audience,-10,1,0.965217391304,0.626086956522,0.339130434783
mert,flute,audience,-10,1,0.803418803419,0.034188034188,0.769230769231
mert,french-horn,audience,-10,1,0.879518072289,0.0481927710843,0.831325301205
mert,oboe,audience,-10,1,0.873417721519,0,0.873417721519
mert,trombone,audience,-10,1,0.964912280702,0.30701754386,0.657894736842
mert,trumpet,audience,-10,1,0.892307692308,0.276923076923,0.615384615385
mert,tuba,audience,-10,1,1,0.0322580645161,0.967741935484
mert,viola,audience,-10,1,0.962264150943,0.0566037735849,0.905660377358
mert,violin,audience,-10,1,0.821705426357,0.705426356589,0.116279069767
mert,bassoon,studio,50,0,0.855670103093,0.814432989691,0.0412371134021
mert,cello,studio,50,0,0.75652173913,0.765217391304,-0.00869565217391
mert,clarinet,studio,50,0,0.963963963964,0.963963963964,0
