model,instrument_a,instrument_b,noise_type,mean_confusion_increase_auc,min_confusion_increase_auc,max_confusion_increase_auc,n_replicates
cnn,clarinet,tuba,studio,0.0131048387097,0.0120967741935,0.0141129032258,2
cnn,clarinet,viola,studio,0.0135135135135,0.0112612612613,0.0157657657658,2
cnn,clarinet,violin,studio,0.136671555276,0.133616174314,0.139726936239,2
cnn,double-bass,flute,studio,0.0896522358479,0.0878669639539,0.0914375077419,2
cnn,double-bass,french-horn,studio,0.11525122228,0.109269687445,0.121232757115,2
cnn,double-bass,oboe,studio,0.0592035864979,0.0582805907173,0.0601265822785,2
cnn,double-bass,trombone,studio,0.0777332824816,0.0726957793033,0.0827707856598,2
cnn,double-bass,trumpet,studio,0.0758012820513,0.0692307692308,0.0823717948718,2
cnn,double-bass,tuba,studio,0.142893145161,0.135584677419,0.150201612903,2
cnn,double-bass,viola,studio,0.0366224022423,0.0359054552912,0.0373393491933,2
cnn,double-bass,violin,studio,0.159225087069,0.146132457027,0.17231771711,2
cnn,flute,french-horn,studio,0.0294961898878,0.0238689801943,0.0351233995812,2
cnn,flute,oboe,studio,0.0180643459916,0.0158227848101,0.020305907173,2
cnn,flute,trombone,studio,0.0153883640726,0.0129189158794,0.0178578122657,2
cnn,flute,trumpet,studio,0.0025641025641,0.000641025641026,0.00448717948718,2
cnn,flute,tuba,studio,0.0323420698925,0.0307459677419,0.033938172043,2
cnn,flute,viola,studio,0.0167832473257,0.0162490592915,0.0173174353599,2
cnn,flute,violin,studio,0.0827183959451,0.0819792287816,0.0834575631087,2
cnn,french-horn,oboe,studio,0.00487869198312,0.00474683544304,0.00501054852321,2
cnn,french-horn,trombone,studio,0.0701126875925,0.0690371133657,0.0711882618192,2
cnn,french-horn,trumpet,studio,0.00871756255792,0.00846076614149,0.00897435897436,2
cnn,french-horn,tuba,studio,0.0343581989247,0.0299059139785,0.038810483871,2
cnn,french-horn,viola,studio,0.00377334810942,0.00185174660908,0.00569494960976,2
cnn,french-horn,violin,studio,0.0366475592292,0.0333660222284,0.0399290962299,2
cnn,oboe,trombone,studio,0.0017141350211,0.00131856540084,0.00210970464135,2
cnn,oboe,trumpet,studio,0.00158227848101,0.00105485232068,0.00210970464135,2
cnn,oboe,tuba,studio,0,0,0,2
cnn,oboe,viola,studio,0.0143723628692,0.0116033755274,0.017141350211,2
cnn,oboe,violin,studio,0.127505274262,0.12473628692,0.130274261603,2
cnn,trombone,trumpet,studio,0.0283358636977,0.0280561178587,0.0286156095367,2
cnn,trombone,tuba,studio,0.101394489247,0.100302419355,0.10248655914,2
cnn,trombone,viola,studio,0.0140061238001,0.0138026867483,0.0142095608518,2
cnn,trombone,violin,studio,0.0741895314837,0.0722324221406,0.0761466408269,2
cnn,trumpet,tuba,studio,0,0,0,2
cnn,trumpet,viola,studio,0.0149038461538,0.0141025641026,0.0157051282051,2
cnn,trumpet,violin,studio,0.135576923077,0.135576923077,0.135576923077,2
cnn,tuba,viola,studio,0.00411626344086,0.00184811827957,0.00638440860215,2
cnn,tuba,violin,studio,0.0259576612903,0.0252016129032,0.0267137096774,2
cnn,viola,violin,studio,0.142880649408,0.141354029545,0.14440726927,2
crnn,bassoon,cello,white,0.00355595398177,0.00348871955775,0.0036231884058,2
crnn,bassoon,clarinet,white,0.044029209622,0.0425257731959,0.0455326460481,2
crnn,bassoon,double-bass,white,0.00883012102196,0.00665620797848,0.0110040340654,2
crnn,bassoon,flute,white,0.0824742268041,0.0807560137457,0.0841924398625,2
crnn,bassoon,french-horn,white,0.0303145571979,0.0299548710305,0.0306742433652,2
crnn,bassoon,oboe,white,-0.0300687285223,-0.0300687285223,-0.0300687285223,2
crnn,bassoon,trombone,white,0.0467798577199,0.0452764212938,0.048283294146,2
crnn,bassoon,trumpet,white,0.000644329896907,-0.00085910652921,0.00214776632302,2
crnn,bassoon,tuba,white,0.00134408602151,0.00134408602151,0.00134408602151,2
crnn,bassoon,viola,white,0,0,0,2
crnn,bassoon,violin,white,0.141293055223,0.141293055223,0.141293055223,2
crnn,cello,clarinet,white,0.043115942029,0.0427536231884,0.0434782608696,2
crnn,cello,double-bass,white,0.00942028985507,0.00905797101449,0.00978260869565,2
crnn,cello,flute,white,0.0663043478261,0.0652173913043,0.0673913043478,2
crnn,cello,french-horn,white,0.0035140562249,0.0035140562249,0.0035140562249,2
crnn,cello,oboe,white,0.0042194092827,0.0042194092827,0.0042194092827,2
crnn,cello,trombone,white,0.0155797101449,0.0144927536232,0.0166666666667,2
crnn,cello,trumpet,white,0.000724637681159,0.000724637681159,0.000724637681159,2
crnn,cello,tuba,white,0,0,0,2
crnn,cello,viola,white,0,0,0,2
crnn,cello,violin,white,0.217894056848,0.216807100326,0.218981013369,2
crnn,clarinet,double-bass,white,0.0123188405797,0.0123188405797,0.0123188405797,2
crnn,clarinet,flute,white,0.031339031339,0.0306075306075,0.0320705320705,2
crnn,clarinet,french-horn,white,0.0409136546185,0.0396586345382,0.0421686746988,2
crnn,clarinet,oboe,white,0.0205696202532,0.0200421940928,0.0210970464135,2
crnn,clarinet,trombone,white,0.0551604235815,0.0548048048048,0.0555160423581,2
crnn,clarinet,trumpet,white,0.0427812427812,0.0416089166089,0.0439535689536,2
crnn,clarinet,tuba,white,0.036626344086,0.0349462365591,0.0383064516129,2
crnn,clarinet,viola,white,0,0,0,2
crnn,clarinet,violin,white,0.174767791047,0.173798798799,0.175736783295,2
crnn,double-bass,flute,white,0.128623188406,0.127536231884,0.129710144928,2
crnn,double-bass,french-horn,white,0,0,0,2
crnn,double-bass,oboe,white,0,0,0,2
crnn,double-bass,trombone,white,0.00289855072464,0.00289855072464,0.00289855072464,2
crnn,double-bass,trumpet,white,0,0,0,2
crnn,double-bass,tuba,white,0,0,0,2
crnn,double-bass,viola,white,0,0,0,2
crnn,double-bass,violin,white,0.152331198742,0.151724525334,0.152937872149,2
crnn,flute,french-horn,white,0.102911646586,0.10140562249,0.104417670683,2
crnn,flute,oboe,white,0.141877637131,0.14029535865,0.143459915612,2
crnn,flute,trombone,white,0.025088094167,0.024722597091,0.0254535912431,2
crnn,flute,trumpet,white,0.00633903133903,0.00505698005698,0.00762108262108,2
crnn,flute,tuba,white,0.123319892473,0.122983870968,0.123655913978,2
crnn,flute,viola,white,0.101022012579,0.100628930818,0.10141509434,2
crnn,flute,violin,white,0.168867604187,0.167519711124,0.17021549725,2
crnn,french-horn,oboe,white,-0.00580168776371,-0.00580168776371,-0.00580168776371,2
crnn,french-horn,trombone,white,0.0736432572395,0.0720117311351,0.0752747833439,2
crnn,french-horn,trumpet,white,0.00753012048193,0.00602409638554,0.00903614457831,2
crnn,french-horn,tuba,white,0.0330981182796,0.0325940860215,0.0336021505376,2
crnn,french-horn,viola,white,0,0,0,2
crnn,french-horn,violin,white,0.128388554217,0.128012048193,0.128765060241,2
crnn,oboe,trombone,white,0,0,0,2
crnn,oboe,trumpet,white,0.00105485232068,0.00105485232068,0.00105485232068,2
crnn,oboe,tuba,white,0,0,0,2
crnn,oboe,viola,white,0.00949367088608,0.0084388185654,0.0105485232068,2
crnn,oboe,violin,white,0.251054852321,0.25052742616,0.251582278481,2
crnn,trombone,trumpet,white,0.197710020243,0.197435897436,0.19798414305,2
crnn,trombone,tuba,white,0.168010752688,0.165658602151,0.170362903226,2
crnn,trombone,viola,white,0,0,0,2
crnn,trombone,violin,white,0.117607184143,0.117192812458,0.118021555828,2
crnn,trumpet,tuba,white,0,0,0,2
crnn,trumpet,viola,white,0,0,0,2
crnn,trumpet,violin,white,0.205769230769,0.204487179487,0.207051282051,2
crnn,tuba,viola,white,0,0,0,2
crnn,tuba,violin,white,0.125,0.125,0.125,2
crnn,viola,violin,white,0.183962264151,0.18356918239,0.184355345912,2
crnn,bassoon,cello,audience,0.0114896160167,0.0104960406395,0.012483191394,2
crnn,bassoon,clarinet,audience,0.0213702749141,0.0201890034364,0.0225515463918,2
crnn,bassoon,double-bass,audience,0.0207520917376,0.0199536829523,0.0215505005229,2
crnn,bassoon,flute,audience,0.0215850515464,0.0208333333333,0.0223367697595,2
crnn,bassoon,french-horn,audience,0.0180360617729,0.0133032128514,0.0227689106943,2
crnn,bassoon,oboe,audience,-0.0209543151072,-0.0227663230241,-0.0191423071904,2
crnn,bassoon,trombone,audience,0.0396715047929,0.0363424669922,0.0430005425936,2
crnn,bassoon,trumpet,audience,0.0179338487973,0.0158934707904,0.0199742268041,2
crnn,bassoon,tuba,audience,0.00697244623656,0.00386424731183,0.0100806451613,2
crnn,bassoon,viola,audience,0.000536941580756,0,0.00107388316151,2
crnn,bassoon,violin,audience,0.05179363462,0.0475455526253,0.0560417166147,2
crnn,cello,clarinet,audience,0.00571631414023,0.00561594202899,0.00581668625147,2
crnn,cello,double-bass,audience,0.060597826087,0.0539855072464,0.0672101449275,2
crnn,cello,flute,audience,0.00992041372476,0.00957667533754,0.010264152112,2
crnn,cello,french-horn,audience,0.00803212851406,0.00602409638554,0.0100401606426,2
crnn,cello,oboe,audience,0.0116033755274,0.0105485232068,0.0126582278481,2
crnn,cello,trombone,audience,0.0203025680142,0.0164918637173,0.0241132723112,2
crnn,cello,trumpet,audience,0.00389492753623,0.0036231884058,0.00416666666667,2
crnn,cello,tuba,audience,0.00134408602151,0.00134408602151,0.00134408602151,2
crnn,cello,viola,audience,0.00169196062346,0.00132964178288,0.00205427946404,2
crnn,cello,violin,audience,0.0880870126952,0.0836015616223,0.0925724637681,2
crnn,clarinet,double-bass,audience,0.00112612612613,0.000750750750751,0.0015015015015,2
crnn,clarinet,flute,audience,0.0322365634866,0.0278210903211,0.036652036652,2
crnn,clarinet,french-horn,audience,0.0330070281124,0.0286144578313,0.0373995983936,2
crnn,clarinet,oboe,audience,0.0284180541301,0.0263665564298,0.0304695518303,2
crnn,clarinet,trombone,audience,0.046966374269,0.0424272957168,0.0515054528212,2
crnn,clarinet,trumpet,audience,0.0428158928159,0.0367694617695,0.0488623238623,2
crnn,clarinet,tuba,audience,0.0174731182796,0.0159610215054,0.0189852150538,2
crnn,clarinet,viola,audience,0,0,0,2
crnn,clarinet,violin,audience,0.0834970144563,0.0769999650814,0.0899940638313,2
crnn,double-bass,flute,audience,0.0236451752756,0.0216555183946,0.0256348321566,2
crnn,double-bass,french-horn,audience,0.0140562248996,0.00903614457831,0.0190763052209,2
crnn,double-bass,oboe,audience,0.0025052742616,0.00210970464135,0.00290084388186,2
crnn,double-bass,trombone,audience,0.0262323607933,0.0225829519451,0.0298817696415,2
crnn,double-bass,trumpet,audience,0.0106605351171,0.00919732441472,0.0121237458194,2
crnn,double-bass,tuba,audience,0.0877016129032,0.0877016129032,0.0877016129032,2
crnn,double-bass,viola,audience,0.00588853568499,0.00432389937107,0.00745317199891,2
crnn,double-bass,violin,audience,0.109329710145,0.0990562858106,0.119603134479,2
crnn,flute,french-horn,audience,0.0318163680362,0.0251004016064,0.0385323344661,2
crnn,flute,oboe,audience,0.0382383966245,0.0297995780591,0.0466772151899,2
crnn,flute,trombone,audience,0.013328928625,0.0104541535463,0.0162037037037,2
crnn,flute,trumpet,audience,0.00434472934473,0.00366809116809,0.00502136752137,2
crnn,flute,tuba,audience,0.0280577956989,0.0257056451613,0.0304099462366,2
crnn,flute,viola,audience,0.0282061361071,0.0232707762189,0.0331414959953,2
crnn,flute,violin,audience,0.0990194129729,0.0866709732989,0.111367852647,2
crnn,french-horn,oboe,audience,-0.00461497890295,-0.00474683544304,-0.00448312236287,2
crnn,french-horn,trombone,audience,0.0909008842387,0.0771044705136,0.104697297964,2
crnn,french-horn,trumpet,audience,0.0180722891566,0.0173192771084,0.0188253012048,2
crnn,french-horn,tuba,audience,0.000672043010753,0.000672043010753,0.000672043010753,2
crnn,french-horn,viola,audience,0.0035140562249,0.000753012048193,0.00627510040161,2
crnn,french-horn,violin,audience,0.0505773092369,0.0486947791165,0.0524598393574,2
crnn,oboe,trombone,audience,0.00210970464135,0.000527426160338,0.00369198312236,2
crnn,oboe,trumpet,audience,0.00579357351509,0.0042194092827,0.00736773774748,2
crnn,oboe,tuba,audience,0,0,0,2
crnn,oboe,viola,audience,0.0134493670886,0.0118670886076,0.0150316455696,2
crnn,oboe,violin,audience,0.159018987342,0.150580168776,0.167457805907,2
crnn,trombone,trumpet,audience,0.0912112010796,0.0873060053981,0.0951163967611,2
crnn,trombone,tuba,audience,0.112315188172,0.111055107527,0.113575268817,2
crnn,trombone,viola,audience,0.000730994152047,0.000182748538012,0.00127923976608,2
crnn,trombone,violin,audience,0.0568262953896,0.0495206038352,0.0641319869441,2
crnn,trumpet,tuba,audience,0.00218413978495,0.000168010752688,0.0042002688172,2
crnn,trumpet,viola,audience,0.000160256410256,0,0.000320512820513,2
crnn,trumpet,violin,audience,0.0935363247863,0.0852812562115,0.101791393361,2
crnn,tuba,viola,audience,0,0,0,2
crnn,tuba,violin,audience,0.0419186827957,0.0394825268817,0.0443548387097,2
crnn,viola,violin,audience,0.0953055677441,0.0858258982985,0.10478523719,2
crnn,bassoon,cello,studio,0.0162147019274,0.0159457642313,0.0164836396235,2
crnn,bassoon,clarinet,studio,0.0193298969072,0.0133161512027,0.0253436426117,2
crnn,bassoon,double-bass,studio,0.0323098759898,0.0297456297624,0.0348741222172,2
crnn,bassoon,flute,studio,0.0876628263871,0.0872672335301,0.088058419244,2
crnn,bassoon,french-horn,studio,0.0217610131247,0.0200751459446,0.0234468803047,2
crnn,bassoon,oboe,studio,-0.022141023968,-0.0238592370264,-0.0204228109096,2
crnn,bassoon,trombone,studio,0.0280528425876,0.0279661783324,0.0281395068427,2
crnn,bassoon,trumpet,studio,0.00869184509648,0.00686624372191,0.0105174464711,2
crnn,bassoon,tuba,studio,0.00201612903226,0.00134408602151,0.00268817204301,2
crnn,bassoon,viola,studio,0.00612113402062,0.00279209621993,0.00945017182131,2
crnn,bassoon,violin,studio,0.0288633154852,0.0266039985082,0.0311226324622,2
crnn,cello,clarinet,studio,0.0108206032119,0.00994744744745,0.0116937589764,2
crnn,cello,double-bass,studio,0.0844202898551,0.0797101449275,0.0891304347826,2
crnn,cello,flute,studio,0.0617451690821,0.0567725752508,0.0667177629134,2
crnn,cello,french-horn,studio,0.0136306093941,0.0130522088353,0.0142090099529,2
crnn,cello,oboe,studio,0.0323048523207,0.0313818565401,0.0332278481013,2
crnn,cello,trombone,studio,0.00435736079329,0.00217391304348,0.0065408085431,2
crnn,cello,trumpet,studio,0.00352564102564,0.00288461538462,0.00416666666667,2
crnn,cello,tuba,studio,0,0,0,2
crnn,cello,viola,studio,0.0188465613891,0.0160138091332,0.0216793136451,2
crnn,cello,violin,studio,0.0805520447141,0.0803533310864,0.0807507583418,2
crnn,clarinet,double-bass,studio,0.00931910171041,0.00595377986682,0.012684423554,2
crnn,clarinet,flute,studio,0.119306806807,0.115278740279,0.123334873335,2
crnn,clarinet,french-horn,studio,0.0372740963855,0.0333835341365,0.0411646586345,2
crnn,clarinet,oboe,studio,0.0543165792375,0.0507968411449,0.05783631733,2
crnn,clarinet,trombone,studio,0.0126145882725,0.0102339181287,0.0149952584163,2
crnn,clarinet,trumpet,studio,0.0295507045507,0.0282686532687,0.0308327558328,2
crnn,clarinet,tuba,studio,0.0216733870968,0.0206653225806,0.0226814516129,2
crnn,clarinet,viola,studio,0.00929054054054,0.00694444444444,0.0116366366366,2
crnn,clarinet,violin,studio,0.153676932747,0.149923178993,0.1574306865,2
crnn,double-bass,flute,studio,0.0982960175895,0.0982116313638,0.0983804038152,2
crnn,double-bass,french-horn,studio,0.0308036493801,0.0267177405273,0.0348895582329,2
crnn,double-bass,oboe,studio,0.0114715189873,0.0110759493671,0.0118670886076,2
crnn,double-bass,trombone,studio,0.0278691520468,0.0274122807018,0.0283260233918,2
crnn,double-bass,trumpet,studio,0.0267628205128,0.0266025641026,0.0269230769231,2
crnn,double-bass,tuba,studio,0.0419186827957,0.0302419354839,0.0535954301075,2
crnn,double-bass,viola,studio,0.0272867104184,0.0264253486464,0.0281480721903,2
crnn,double-bass,violin,studio,0.114285613976,0.10241826761,0.126152960342,2
crnn,flute,french-horn,studio,0.097182533553,0.0910329351594,0.103332131947,2
crnn,flute,oboe,studio,0.0427215189873,0.040611814346,0.0448312236287,2
crnn,flute,trombone,studio,0.0542669440696,0.0538920752737,0.0546418128655,2
crnn,flute,trumpet,studio,0.0212428774929,0.0211182336182,0.0213675213675,2
crnn,flute,tuba,studio,0.118363575269,0.113407258065,0.123319892473,2
crnn,flute,viola,studio,0.0358057168199,0.0329499946245,0.0386614390152,2
crnn,flute,violin,studio,0.135565742397,0.129753859405,0.141377625389,2
crnn,french-horn,oboe,studio,-0.0017141350211,-0.00369198312236,0.000263713080169,2
crnn,french-horn,trombone,studio,0.0510264743183,0.0467417917283,0.0553111569083,2
crnn,french-horn,trumpet,studio,0.0114341983318,0.0107931726908,0.0120752239728,2
crnn,french-horn,tuba,studio,0.0390625,0.0307459677419,0.0473790322581,2
crnn,french-horn,viola,studio,0.00338855421687,0.000753012048193,0.00602409638554,2
crnn,french-horn,violin,studio,0.0294929718876,0.0281124497992,0.0308734939759,2
crnn,oboe,trombone,studio,0,0,0,2
crnn,oboe,trumpet,studio,0.00303270042194,0.00105485232068,0.00501054852321,2
crnn,oboe,tuba,studio,0,0,0,2
crnn,oboe,viola,studio,0.0114715189873,0.0110759493671,0.0118670886076,2
crnn,oboe,violin,studio,0.15611814346,0.153481012658,0.158755274262,2
crnn,trombone,trumpet,studio,0.0516981556455,0.0462241340531,0.057172177238,2
crnn,trombone,tuba,studio,0.104250672043,0.103998655914,0.104502688172,2
crnn,trombone,viola,studio,0.00959429824561,0.00950292397661,0.00968567251462,2
crnn,trombone,violin,studio,0.100195073439,0.0981359649123,0.102254181967,2
crnn,trumpet,tuba,studio,0.000336021505376,0,0.000672043010753,2
crnn,trumpet,viola,studio,0.0152243589744,0.0144230769231,0.0160256410256,2
crnn,trumpet,violin,studio,0.155608974359,0.153205128205,0.158012820513,2
crnn,tuba,viola,studio,0.00134408602151,0.000504032258065,0.00218413978495,2
crnn,tuba,violin,studio,0.0139448924731,0.0137768817204,0.0141129032258,2
crnn,viola,violin,studio,0.148095077032,0.145396067964,0.1507940861,2
mert_ft,bassoon,cello,white,0.0282692738682,0.0274540564769,0.0290844912595,2
mert_ft,bassoon,clarinet,white,0.0542417417417,0.0521771771772,0.0563063063063,2
mert_ft,bassoon,double-bass,white,0.0484115867324,0.0480726131779,0.0487505602869,2
mert_ft,bassoon,flute,white,0.0607331409522,0.0606257526361,0.0608405292684,2
mert_ft,bassoon,french-horn,white,0.0951214652424,0.0924859230737,0.0977570074111,2
mert_ft,bassoon,oboe,white,0.0218120622907,0.0218120622907,0.0218120622907,2
mert_ft,bassoon,trombone,white,0.0618952342196,0.0617878459034,0.0620026225357,2
mert_ft,bassoon,trumpet,white,0.0338141025641,0.0323717948718,0.0352564102564,2
mert_ft,bassoon,tuba,white,0.0665322580645,0.0665322580645,0.0665322580645,2
mert_ft,bassoon,viola,white,0.00511006289308,0.00511006289308,0.00511006289308,2
mert_ft,bassoon,violin,white,0.0450856109646,0.0435813420709,0.0465898798583,2
mert_ft,cello,clarinet,white,0.00144927536232,0.000724637681159,0.00217391304348,2
mert_ft,cello,double-bass,white,0.131702898551,0.130615942029,0.132789855072,2
mert_ft,cello,flute,white,0.0453757896693,0.0449182460052,0.0458333333333,2
mert_ft,cello,french-horn,white,0.00108695652174,0.000724637681159,0.00144927536232,2
mert_ft,cello,oboe,white,0.000395569620253,0,0.000791139240506,2
mert_ft,cello,trombone,white,0.0114130434783,0.0106884057971,0.0121376811594,2
mert_ft,cello,trumpet,white,0.000320512820513,0,0.000641025641026,2
mert_ft,cello,tuba,white,0.00134408602151,0.000672043010753,0.00201612903226,2
mert_ft,cello,viola,white,0,0,0,2
mert_ft,cello,violin,white,0.0186664419728,0.0180049994383,0.0193278845074,2
mert_ft,clarinet,double-bass,white,0.0201633698916,0.0200825825826,0.0202441572007,2
mert_ft,clarinet,flute,white,0.00679285054285,0.00538519288519,0.00820050820051,2
mert_ft,clarinet,french-horn,white,0.0143761984876,0.0136537139549,0.0150986830204,2
mert_ft,clarinet,oboe,white,0,0,0,2
mert_ft,clarinet,trombone,white,0.0738551051051,0.0723486644539,0.0753615457563,2
mert_ft,clarinet,trumpet,white,0.0100196350196,0.00924578424578,0.0107934857935,2
mert_ft,clarinet,tuba,white,0.019592172818,0.0191623074688,0.0200220381672,2
mert_ft,clarinet,viola,white,0,0,0,2
mert_ft,clarinet,violin,white,0.0194256756757,0.0185810810811,0.0202702702703,2
mert_ft,double-bass,flute,white,0.043982255667,0.0424625294191,0.045501981915,2
mert_ft,double-bass,french-horn,white,0.0348895582329,0.0341365461847,0.0356425702811,2
mert_ft,double-bass,oboe,white,0.0324367088608,0.0311181434599,0.0337552742616,2
mert_ft,double-bass,trombone,white,0.0127923976608,0.0124269005848,0.0131578947368,2
mert_ft,double-bass,trumpet,white,0.0150641025641,0.0141025641026,0.0160256410256,2
mert_ft,double-bass,tuba,white,0.217489919355,0.215725806452,0.219254032258,2
mert_ft,double-bass,viola,white,0.040840340443,0.0403643697019,0.041316311184,2
mert_ft,double-bass,violin,white,0.0510293787215,0.0503833838895,0.0516753735535,2
mert_ft,flute,french-horn,white,0.0250714396046,0.0241929255483,0.0259499536608,2
mert_ft,flute,oboe,white,0.294567510549,0.290611814346,0.298523206751,2
mert_ft,flute,trombone,white,0.0162927350427,0.014066951567,0.0185185185185,2
mert_ft,flute,trumpet,white,0.0237179487179,0.0230769230769,0.024358974359,2
mert_ft,flute,tuba,white,0,0,0,2
mert_ft,flute,viola,white,0.107409591195,0.106525157233,0.108294025157,2
mert_ft,flute,violin,white,0.0623095143444,0.0612991121712,0.0633199165176,2
mert_ft,french-horn,oboe,white,0,0,0,2
mert_ft,french-horn,trombone,white,0.0597389558233,0.0582329317269,0.0612449799197,2
mert_ft,french-horn,trumpet,white,0.00807846771702,0.00615539079395,0.0100015446401,2
mert_ft,french-horn,tuba,white,0.00235215053763,0.00201612903226,0.00268817204301,2
mert_ft,french-horn,viola,white,0,0,0,2
mert_ft,french-horn,violin,white,0.00624980542324,0.00505704990505,0.00744256094144,2
mert_ft,oboe,trombone,white,0.010944092827,0.0102848101266,0.0116033755274,2
mert_ft,oboe,trumpet,white,0.00474683544304,0.0042194092827,0.00527426160338,2
mert_ft,oboe,tuba,white,0,0,0,2
mert_ft,oboe,viola,white,0,0,0,2
mert_ft,oboe,violin,white,0.0448312236287,0.0424578059072,0.0472046413502,2
mert_ft,trombone,trumpet,white,0.199207152497,0.197351551957,0.201062753036,2
mert_ft,trombone,tuba,white,0.0157355333899,0.0155896293152,0.0158814374646,2
mert_ft,trombone,viola,white,0,0,0,2
mert_ft,trombone,violin,white,0.0235299367605,0.0222868217054,0.0247730518156,2
mert_ft,trumpet,tuba,white,0,0,0,2
mert_ft,trumpet,viola,white,0,0,0,2
mert_ft,trumpet,violin,white,0.0205128205128,0.0182692307692,0.0227564102564,2
mert_ft,tuba,viola,white,0,0,0,2
mert_ft,tuba,violin,white,0,0,0,2
mert_ft,viola,violin,white,0.0314465408805,0.0302672955975,0.0326257861635,2
mert_ft,bassoon,cello,audience,0.00483154041536,0.00228783803974,0.00737524279098,2
mert_ft,bassoon,clarinet,audience,0.00585991919755,0.00517592334603,0.00654391504907,2
mert_ft,bassoon,double-bass,audience,0.0461022710294,0.0449686239355,0.0472359181234,2
mert_ft,bassoon,flute,audience,0.0278199988252,0.0262908626311,0.0293491350192,2
mert_ft,bassoon,french-horn,audience,0.0218593445949,0.0206780731172,0.0230406160725,2
mert_ft,bassoon,oboe,audience,0.00225651398495,-0.00094610465875,0.00545913262865,2
mert_ft,bassoon,trombone,audience,0.0172207526979,0.0124005245071,0.0220409808886,2
mert_ft,bassoon,trumpet,audience,0.00728257996299,0.00610956912503,0.00845559080095,2
mert_ft,bassoon,tuba,audience,0.0224718711894,0.0213287052433,0.0236150371356,2
mert_ft,bassoon,viola,audience,0.00514856059132,0.00169997730662,0.00859714387603,2
mert_ft,bassoon,violin,audience,0.0117128186686,0.00913383414582,0.0142918031913,2
mert_ft,cello,clarinet,audience,0.00473707403055,0.00241382687035,0.00706032119076,2
mert_ft,cello,double-bass,audience,0.0822463768116,0.0820652173913,0.0824275362319,2
mert_ft,cello,flute,audience,0.00912609934349,0.00750340641645,0.0107487922705,2
mert_ft,cello,french-horn,audience,0.00618997730051,0.00486511262441,0.0075148419766,2
mert_ft,cello,oboe,audience,0.00544624839479,0.00184599156118,0.0090465052284,2
mert_ft,cello,trombone,audience,0.00953947368421,0.00853991863717,0.0105390287312,2
mert_ft,cello,trumpet,audience,0.00696767001115,0.00510033444816,0.00883500557414,2
mert_ft,cello,tuba,audience,0.0104692613371,0.00951379149135,0.0114247311828,2
mert_ft,cello,viola,audience,0.00321216160788,0.00255503144654,0.00386929176921,2
mert_ft,cello,violin,audience,0.0175549095607,0.0132007639591,0.0219090551623,2
mert_ft,clarinet,double-bass,audience,0.0407053792923,0.0397506201854,0.0416601383993,2
mert_ft,clarinet,flute,audience,0.0325854700855,0.0323111573112,0.0328597828598,2
mert_ft,clarinet,french-horn,audience,0.00905197366041,0.00638590397627,0.0117180433445,2
mert_ft,clarinet,oboe,audience,0.00655837799825,0.00556410841221,0.00755264758429,2
mert_ft,clarinet,trombone,audience,0.0281309269796,0.0238511537854,0.0324107001739,2
mert_ft,clarinet,trumpet,audience,0.0153225340725,0.0116828366828,0.0189622314622,2
mert_ft,clarinet,tuba,audience,0.00518789959314,0.00465435193258,0.00572144725371,2
mert_ft,clarinet,viola,audience,0.000563063063063,0.000563063063063,0.000563063063063,2
mert_ft,clarinet,violin,audience,0.0112612612613,0.00863363363363,0.0138888888889,2
mert_ft,double-bass,flute,audience,0.0563692245757,0.0555710392667,0.0571674098848,2
mert_ft,double-bass,french-horn,audience,0.0597040335254,0.0591671031954,0.0602409638554,2
mert_ft,double-bass,oboe,audience,0.0572910933774,0.0511603375527,0.063421849202,2
mert_ft,double-bass,trombone,audience,0.0418438532927,0.0332570556827,0.0504306509026,2
mert_ft,double-bass,trumpet,audience,0.0488991081382,0.0451923076923,0.0526059085842,2
mert_ft,double-bass,tuba,audience,0.191733140486,0.177639960262,0.205826320711,2
mert_ft,double-bass,viola,audience,0.0467211853979,0.0466998222587,0.0467425485371,2
mert_ft,double-bass,violin,audience,0.0638579934839,0.0619200089878,0.06579597798,2
mert_ft,flute,french-horn,audience,0.0237102255175,0.0161436343665,0.0312768166684,2
mert_ft,flute,oboe,audience,0.0999630350896,0.0946436943272,0.105282375852,2
mert_ft,flute,trombone,audience,0.0176047758285,0.0122160368871,0.0229935147698,2
mert_ft,flute,trumpet,audience,0.0251602564103,0.0193732193732,0.0309472934473,2
mert_ft,flute,tuba,audience,0.00150348083816,0.00123638682106,0.00177057485525,2
mert_ft,flute,viola,audience,0.0162205020696,0.0152193194646,0.0172216846745,2
mert_ft,flute,violin,audience,0.0371115749023,0.033065825217,0.0411573245876,2
mert_ft,french-horn,oboe,audience,0.00353947435311,0.00327576127294,0.00380318743328,2
mert_ft,french-horn,trombone,audience,0.0241206052279,0.0212450679913,0.0269961424646,2
mert_ft,french-horn,trumpet,audience,0.000374575223973,-0.00150602409639,0.00225517454433,2
mert_ft,french-horn,tuba,audience,0.000209507384376,0,0.000419014768752,2
mert_ft,french-horn,viola,audience,0.00421260513753,0.00396160112147,0.0044636091536,2
mert_ft,french-horn,violin,audience,0.0221515908596,0.0192202920208,0.0250828896983,2
mert_ft,oboe,trombone,audience,0.00147124139463,0.00136020430824,0.00158227848101,2
mert_ft,oboe,trumpet,audience,0.0151655306719,0.0145082765336,0.0158227848101,2
