model,instrument_a,instrument_b,noise_type,mean_confusion_increase_auc,min_confusion_increase_auc,max_confusion_increase_auc,n_replicates
mert_ft,oboe,tuba,audience,0.00323792874643,0.00148657615353,0.00498928133932,2
mert_ft,oboe,viola,audience,0.00665502348539,0.00665502348539,0.00665502348539,2
mert_ft,oboe,violin,audience,0.0241297468354,0.020305907173,0.0279535864979,2
mert_ft,trombone,trumpet,audience,0.0343398560504,0.0236729644624,0.0450067476383,2
mert_ft,trombone,tuba,audience,0.0154540416902,0.0146906244105,0.01621745897,2
mert_ft,trombone,viola,audience,9.82704402516e-05,0,0.000196540880503,2
mert_ft,trombone,violin,audience,0.00840430776554,0.00792618659051,0.00888242894057,2
mert_ft,trumpet,tuba,audience,0.00178608354012,0.00161807278743,0.0019540942928,2
mert_ft,trumpet,viola,audience,0.000961538461538,0,0.00192307692308,2
mert_ft,trumpet,violin,audience,0.016523802425,0.011394354999,0.0216532498509,2
mert_ft,tuba,viola,audience,9.82704402516e-05,0,0.000196540880503,2
mert_ft,tuba,violin,audience,0.00319220430108,0.00302419354839,0.00336021505376,2
mert_ft,viola,violin,audience,0.0151199356443,0.0132596533567,0.0169802179318,2
mert_ft,bassoon,cello,studio,-0.000748916778724,-0.00273233228746,0.00123449873002,2
mert_ft,bassoon,clarinet,studio,0.00375375375375,0.00337837837838,0.00412912912913,2
mert_ft,bassoon,double-bass,studio,0.0243696772748,0.0233023307934,0.0254370237562,2
mert_ft,bassoon,flute,studio,0.0858372250125,0.0838675213675,0.0878069286574,2
mert_ft,bassoon,french-horn,studio,0.0286286900178,0.0281849045667,0.0290724754689,2
mert_ft,bassoon,oboe,studio,0.00346633172387,0.00277306537909,0.00415959806864,2
mert_ft,bassoon,trombone,studio,0.0169956140351,0.0144371345029,0.0195540935673,2
mert_ft,bassoon,trumpet,studio,0.00384615384615,0.00320512820513,0.00448717948718,2
mert_ft,bassoon,tuba,studio,0.0288978494624,0.0282258064516,0.0295698924731,2
mert_ft,bassoon,viola,studio,0.00174354049147,0.000626094145108,0.00286098683784,2
mert_ft,bassoon,violin,studio,0.0144216681318,0.0130530914516,0.0157902448121,2
mert_ft,cello,clarinet,studio,0.00422297297297,0.00356606606607,0.00487987987988,2
mert_ft,cello,double-bass,studio,0.0442934782609,0.0413043478261,0.0472826086957,2
mert_ft,cello,flute,studio,0.0622019385606,0.0608416945373,0.0635621825839,2
mert_ft,cello,french-horn,studio,0.00225903614458,0.000753012048193,0.00376506024096,2
mert_ft,cello,oboe,studio,0.000791139240506,0,0.00158227848101,2
mert_ft,cello,trombone,studio,0.00228435672515,0.00164473684211,0.00292397660819,2
mert_ft,cello,trumpet,studio,0.0107371794872,0.00705128205128,0.0144230769231,2
mert_ft,cello,tuba,studio,0.00478830645161,0.00453629032258,0.00504032258065,2
mert_ft,cello,viola,studio,0.0198677194422,0.0150823762647,0.0246530626196,2
mert_ft,cello,violin,studio,0.0116651218964,0.00875463431075,0.0145756094821,2
mert_ft,clarinet,double-bass,studio,0.0121058558559,0.0114489489489,0.0127627627628,2
mert_ft,clarinet,flute,studio,0.231741356741,0.228512166012,0.234970547471,2
mert_ft,clarinet,french-horn,studio,0.0023460960961,0.0015015015015,0.00319069069069,2
mert_ft,clarinet,oboe,studio,0.00910285285285,0.00882132132132,0.00938438438438,2
mert_ft,clarinet,trombone,studio,-0.00253872293346,-0.00328947368421,-0.00178797218271,2
mert_ft,clarinet,trumpet,studio,-0.00703395703396,-0.00740933240933,-0.00665858165858,2
mert_ft,clarinet,tuba,studio,0.00201612903226,0.00134408602151,0.00268817204301,2
mert_ft,clarinet,viola,studio,0.00516141141141,0.00487987987988,0.00544294294294,2
mert_ft,clarinet,violin,studio,0.0120534778965,0.0116366366366,0.0124703191564,2
mert_ft,double-bass,flute,studio,0.0362179487179,0.0311795491143,0.0412563483216,2
mert_ft,double-bass,french-horn,studio,0.0153112449799,0.0107931726908,0.0198293172691,2
mert_ft,double-bass,oboe,studio,0.014108649789,0.0139767932489,0.0142405063291,2
mert_ft,double-bass,trombone,studio,0.015076754386,0.0120614035088,0.0180921052632,2
mert_ft,double-bass,trumpet,studio,0.0152243589744,0.0147435897436,0.0157051282051,2
mert_ft,double-bass,tuba,studio,0.11466733871,0.11189516129,0.117439516129,2
mert_ft,double-bass,viola,studio,0.0227226893629,0.0222638091332,0.0231815695926,2
mert_ft,double-bass,violin,studio,0.0378335299405,0.0316649814628,0.0440020784182,2
mert_ft,flute,french-horn,studio,0.11286599389,0.112108691175,0.113623296605,2
mert_ft,flute,oboe,studio,0.204377637131,0.201740506329,0.207014767932,2
mert_ft,flute,trombone,studio,0.12865497076,0.11951754386,0.137792397661,2
mert_ft,flute,trumpet,studio,0.158173076923,0.158012820513,0.158333333333,2
mert_ft,flute,tuba,studio,0.0543514784946,0.0509072580645,0.0577956989247,2
mert_ft,flute,viola,studio,0.0290418548084,0.0288730312315,0.0292106783852,2
mert_ft,flute,violin,studio,0.0370142615782,0.0303037832108,0.0437247399457,2
mert_ft,french-horn,oboe,studio,0.000922995780591,0.000527426160338,0.00131856540084,2
mert_ft,french-horn,trombone,studio,0.0217459751286,0.0217448742338,0.0217470760234,2
mert_ft,french-horn,trumpet,studio,0.005578081557,0.00541782514674,0.00573833796725,2
mert_ft,french-horn,tuba,studio,0.0155409946237,0.0151209677419,0.0159610215054,2
mert_ft,french-horn,viola,studio,0.00627510040161,0.00502008032129,0.00753012048193,2
mert_ft,french-horn,violin,studio,0.00639184645559,0.00424955636499,0.00853413654618,2
mert_ft,oboe,trombone,studio,0.0046600877193,0.00456871345029,0.0047514619883,2
mert_ft,oboe,trumpet,studio,0.0105099805258,0.010029211295,0.0109907497566,2
mert_ft,oboe,tuba,studio,0,0,0,2
mert_ft,oboe,viola,studio,0.00540611814346,0.00395569620253,0.00685654008439,2
mert_ft,oboe,violin,studio,0.00988924050633,0.00659282700422,0.0131856540084,2
mert_ft,trombone,trumpet,studio,-0.0117422964462,-0.0126377642825,-0.01084682861,2
mert_ft,trombone,tuba,studio,0,0,0,2
mert_ft,trombone,viola,studio,0.00411184210526,0.00402046783626,0.00420321637427,2
mert_ft,trombone,violin,studio,0.00356359649123,0.00219298245614,0.00493421052632,2
mert_ft,trumpet,tuba,studio,0.00042002688172,0,0.000840053763441,2
mert_ft,trumpet,viola,studio,0.00544871794872,0.00544871794872,0.00544871794872,2
mert_ft,trumpet,violin,studio,0.019391025641,0.0192307692308,0.0195512820513,2
mert_ft,tuba,viola,studio,0.00100806451613,0.000504032258065,0.00151209677419,2
mert_ft,tuba,violin,studio,0.0021001344086,0.00184811827957,0.00235215053763,2
mert_ft,viola,violin,studio,0.0212713604895,0.0191939690898,0.0233487518892,2
ast,bassoon,cello,white,0.00257731958763,0.00257731958763,0.00257731958763,2
ast,bassoon,clarinet,white,-0.00708762886598,-0.00816151202749,-0.00601374570447,2
ast,bassoon,double-bass,white,0.000644329896907,0.000429553264605,0.00085910652921,2
ast,bassoon,flute,white,0.0393041237113,0.0386597938144,0.0399484536082,2
ast,bassoon,french-horn,white,0.0754939862543,0.0721649484536,0.078823024055,2
ast,bassoon,oboe,white,4.62592926927e-19,4.62592926927e-19,4.62592926927e-19,2
ast,bassoon,trombone,white,0.152598797251,0.15206185567,0.153135738832,2
ast,bassoon,trumpet,white,0.00085910652921,0.000429553264605,0.00128865979381,2
ast,bassoon,tuba,white,0,0,0,2
ast,bassoon,viola,white,0,0,0,2
ast,bassoon,violin,white,0.0126718213058,0.0120274914089,0.0133161512027,2
ast,cello,clarinet,white,0.0069134351743,0.00636016451234,0.00746670583627,2
ast,cello,double-bass,white,0.0501811594203,0.0483695652174,0.0519927536232,2
ast,cello,flute,white,0.0103996345844,0.00832404310665,0.0124752260622,2
ast,cello,french-horn,white,0,0,0,2
ast,cello,oboe,white,0.00105485232068,0,0.00210970464135,2
ast,cello,trombone,white,0.0563405797101,0.0539855072464,0.0586956521739,2
ast,cello,trumpet,white,0.00144230769231,0.00128205128205,0.00160256410256,2
ast,cello,tuba,white,0.00253330995792,0.00118922393642,0.00387739597943,2
ast,cello,viola,white,0.000589622641509,0.000589622641509,0.000589622641509,2
ast,cello,violin,white,0.112279519155,0.108798168745,0.115760869565,2
ast,clarinet,double-bass,white,0.000281531531532,0.000187687687688,0.000375375375375,2
ast,clarinet,flute,white,0.0225802725803,0.019995957496,0.0251645876646,2
ast,clarinet,french-horn,white,0.00489457831325,0.00401606425703,0.00577309236948,2
ast,clarinet,oboe,white,0.0383702531646,0.037447257384,0.0392932489451,2
ast,clarinet,trombone,white,0.0429310889837,0.0391328828829,0.0467292950846,2
ast,clarinet,trumpet,white,0.0197115384615,0.0195512820513,0.0198717948718,2
ast,clarinet,tuba,white,0,0,0,2
ast,clarinet,viola,white,0.000491352201258,0,0.000982704402516,2
ast,clarinet,violin,white,0.0575153642014,0.056576925763,0.0584538026398,2
ast,double-bass,flute,white,0.00842391304348,0.00634057971014,0.0105072463768,2
ast,double-bass,french-horn,white,0.00336017984983,0.00248166579361,0.00423869390606,2
ast,double-bass,oboe,white,0.000131856540084,0,0.000263713080169,2
ast,double-bass,trombone,white,0.0112485697941,0.0103419781337,0.0121551614544,2
ast,double-bass,trumpet,white,0.000320512820513,0.000320512820513,0.000320512820513,2
ast,double-bass,tuba,white,0.0847614247312,0.0845094086022,0.0850134408602,2
ast,double-bass,viola,white,-0.000915196882691,-0.00176886792453,-6.15258408532e-05,2
ast,double-bass,violin,white,0.0386340017976,0.0361785192675,0.0410894843276,2
ast,flute,french-horn,white,0.015813253012,0.0150602409639,0.0165662650602,2
ast,flute,oboe,white,0.0365242616034,0.0348101265823,0.0382383966245,2
ast,flute,trombone,white,0.00891016269306,0.00890313390313,0.00891719148298,2
ast,flute,trumpet,white,0.00192307692308,0.00192307692308,0.00192307692308,2
ast,flute,tuba,white,0.00394825268817,0.00352822580645,0.00436827956989,2
ast,flute,viola,white,0.0118907232704,0.0115959119497,0.0121855345912,2
ast,flute,violin,white,0.140773040482,0.138131087259,0.143414993706,2
ast,french-horn,oboe,white,0,0,0,2
ast,french-horn,trombone,white,0.14671184739,0.145833333333,0.147590361446,2
ast,french-horn,trumpet,white,0,0,0,2
ast,french-horn,tuba,white,0.0792170698925,0.0756048387097,0.0828293010753,2
ast,french-horn,viola,white,0,0,0,2
ast,french-horn,violin,white,0.0225903614458,0.0218373493976,0.023343373494,2
ast,oboe,trombone,white,0.0929588607595,0.0878164556962,0.0981012658228,2
ast,oboe,trumpet,white,0.0352056962025,0.0297995780591,0.040611814346,2
ast,oboe,tuba,white,0,0,0,2
ast,oboe,viola,white,0,0,0,2
ast,oboe,violin,white,0.0868934599156,0.0864978902954,0.0872890295359,2
ast,trombone,trumpet,white,0.222916666667,0.220833333333,0.225,2
ast,trombone,tuba,white,0.023689516129,0.0221774193548,0.0252016129032,2
ast,trombone,viola,white,0.0234866352201,0.0229952830189,0.0239779874214,2
ast,trombone,violin,white,0.0441826465388,0.0418196654427,0.046545627635,2
ast,trumpet,tuba,white,0,0,0,2
ast,trumpet,viola,white,0,0,0,2
ast,trumpet,violin,white,0.0467948717949,0.0445512820513,0.0490384615385,2
ast,tuba,viola,white,0,0,0,2
ast,tuba,violin,white,0.00243615591398,0.00235215053763,0.00252016129032,2
ast,viola,violin,white,0.146422955975,0.14465408805,0.148191823899,2
ast,bassoon,cello,audience,0.0194606305095,0.0180076199014,0.0209136411176,2
ast,bassoon,clarinet,audience,0.0192350856011,0.0186584780657,0.0198116931364,2
ast,bassoon,double-bass,audience,0.0372469370985,0.0371563573883,0.0373375168086,2
ast,bassoon,flute,audience,0.0257887993068,0.023588715599,0.0279888830147,2
ast,bassoon,french-horn,audience,0.0200609137581,0.0193454229288,0.0207764045874,2
ast,bassoon,oboe,audience,-0.00206892426813,-0.00257731958763,-0.00156052894863,2
ast,bassoon,trombone,audience,0.018815563393,0.0188042593597,0.0188268674263,2
ast,bassoon,trumpet,audience,0.0118556701031,0.00697858842189,0.0167327517843,2
ast,bassoon,tuba,audience,0.00789650537634,0.00722446236559,0.0085685483871,2
ast,bassoon,viola,audience,0.0043938030863,0.00386597938144,0.00492162679116,2
ast,bassoon,violin,audience,0.00389428327872,0.00311675857109,0.00467180798636,2
ast,cello,clarinet,audience,0.0124632784959,0.00849001175088,0.0164365452409,2
ast,cello,double-bass,audience,0.054981884058,0.0471014492754,0.0628623188406,2
ast,cello,flute,audience,0.0467584850737,0.0405626780627,0.0529542920847,2
ast,cello,french-horn,audience,0.0107931726908,0.0105421686747,0.0110441767068,2
ast,cello,oboe,audience,0.01555907173,0.01555907173,0.01555907173,2
ast,cello,trombone,audience,0.00689915458937,0.00581299262649,0.00798531655225,2
ast,cello,trumpet,audience,0.0243171683389,0.0219620958751,0.0266722408027,2
ast,cello,tuba,audience,0.0136220196353,0.0134540088827,0.013790030388,2
ast,cello,viola,audience,0.0224082239541,0.0190149029259,0.0258015449822,2
ast,cello,violin,audience,0.051013931019,0.0480578024941,0.0539700595439,2
ast,clarinet,double-bass,audience,0.00945537929234,0.00823214518867,0.010678613396,2
ast,clarinet,flute,audience,0.0226644914145,0.00940844690845,0.0359205359205,2
ast,clarinet,french-horn,audience,0.00476907630522,0.00251004016064,0.0070281124498,2
ast,clarinet,oboe,audience,0.0330959915612,0.0295358649789,0.0366561181435,2
ast,clarinet,trombone,audience,0.0205740279753,0.0132714951794,0.0278765607713,2
ast,clarinet,trumpet,audience,0.0399731462231,0.0322534072534,0.0476928851929,2
ast,clarinet,tuba,audience,0.00100806451613,0.000504032258065,0.00151209677419,2
ast,clarinet,viola,audience,0.00309596152757,0.00157232704403,0.00461959601111,2
ast,clarinet,violin,audience,0.0046834625323,0.00423824987778,0.00512867518681,2
ast,double-bass,flute,audience,0.0180733618234,0.0172720797721,0.0188746438746,2
ast,double-bass,french-horn,audience,0.0345130522088,0.031375502008,0.0376506024096,2
ast,double-bass,oboe,audience,0.0150316455696,0.0134493670886,0.0166139240506,2
ast,double-bass,trombone,audience,0.0189851894228,0.0147899186372,0.0231804602085,2
ast,double-bass,trumpet,audience,0.0167572463768,0.0135312151616,0.019983277592,2
ast,double-bass,tuba,audience,0.119875672043,0.10752688172,0.132224462366,2
ast,double-bass,viola,audience,0.0125247812415,0.0124709461307,0.0125786163522,2
ast,double-bass,violin,audience,0.0457610099989,0.039744129873,0.0517778901247,2
ast,flute,french-horn,audience,0.0262299196787,0.0253514056225,0.0271084337349,2
ast,flute,oboe,audience,0.027360795557,0.0215455840456,0.0331760070684,2
ast,flute,trombone,audience,0.00673592367671,0.00381897585845,0.00965287149498,2
ast,flute,trumpet,audience,0.0280448717949,0.025462962963,0.0306267806268,2
ast,flute,tuba,audience,0.00579637096774,0.00436827956989,0.00722446236559,2
ast,flute,viola,audience,0.0123694766973,0.00351925764662,0.021219695748,2
ast,flute,violin,audience,0.0216470383622,0.015826873385,0.0274672033393,2
ast,french-horn,oboe,audience,0.000527426160338,0,0.00105485232068,2
ast,french-horn,trombone,audience,0.0415686870288,0.0323839216515,0.0507534524061,2
ast,french-horn,trumpet,audience,0.0114341983318,0.0100401606426,0.012828236021,2
ast,french-horn,tuba,audience,0.0241044824459,0.023343373494,0.0248655913978,2
ast,french-horn,viola,audience,0.00193225733121,0.00176886792453,0.00209564673789,2
ast,french-horn,violin,audience,0.00263554216867,0.00175702811245,0.0035140562249,2
ast,oboe,trombone,audience,0.00619725738397,0.00580168776371,0.00659282700422,2
ast,oboe,trumpet,audience,0.0516877637131,0.0508966244726,0.0524789029536,2
ast,oboe,tuba,audience,0,0,0,2
ast,oboe,viola,audience,0.00461497890295,0.00369198312236,0.00553797468354,2
ast,oboe,violin,audience,0.00883438818565,0.0084388185654,0.00922995780591,2
ast,trombone,trumpet,audience,0.0408344579397,0.0383603238866,0.0433085919928,2
ast,trombone,tuba,audience,0.0110887096774,0.00940860215054,0.0127688172043,2
ast,trombone,viola,audience,0.00475318603112,0.00466181176211,0.00484456030012,2
ast,trombone,violin,audience,0.00436046511628,0.00436046511628,0.00436046511628,2
ast,trumpet,tuba,audience,0.00268817204301,0.00252016129032,0.0028561827957,2
ast,trumpet,viola,audience,0.0128416787615,0.0124123125302,0.0132710449927,2
ast,trumpet,violin,audience,0.0154529417611,0.0135211687537,0.0173847147684,2
ast,tuba,viola,audience,0.00042002688172,0,0.000840053763441,2
ast,tuba,violin,audience,0.000756048387097,0.000336021505376,0.00117607526882,2
ast,viola,violin,audience,0.0240869228707,0.0192777655892,0.0288960801521,2
ast,bassoon,cello,studio,0.0414518900344,0.0324312714777,0.0504725085911,2
ast,bassoon,clarinet,studio,0.0041881443299,0.00343642611684,0.00493986254296,2
ast,bassoon,double-bass,studio,0.0330756013746,0.0304982817869,0.0356529209622,2
ast,bassoon,flute,studio,0.0299613402062,0.0249140893471,0.0350085910653,2
ast,bassoon,french-horn,studio,0.067478677597,0.0556271477663,0.0793302074276,2
ast,bassoon,oboe,studio,-0.00257731958763,-0.00300687285223,-0.00214776632302,2
ast,bassoon,trombone,studio,0.0088058419244,0.00794673539519,0.00966494845361,2
ast,bassoon,trumpet,studio,0,0,0,2
ast,bassoon,tuba,studio,0,0,0,2
ast,bassoon,viola,studio,0.019866838488,0.0167525773196,0.0229810996564,2
ast,bassoon,violin,studio,0.00171821305842,0.00128865979381,0.00214776632302,2
ast,cello,clarinet,studio,0.0300871523698,0.0255891761327,0.0345851286069,2
ast,cello,double-bass,studio,0.0489130434783,0.0447463768116,0.0530797101449,2
ast,cello,flute,studio,0.0528304223956,0.0498436145175,0.0558172302738,2
ast,cello,french-horn,studio,0.0178627553693,0.0153527152087,0.0203727955299,2
ast,cello,oboe,studio,0.0570938818565,0.0553797468354,0.0588080168776,2
ast,cello,trombone,studio,0.0095823798627,0.00784388507501,0.0113208746504,2
ast,cello,trumpet,studio,0.0371794871795,0.0307692307692,0.0435897435897,2
ast,cello,tuba,studio,0.00336678938756,0.0028561827957,0.00387739597943,2
ast,cello,viola,studio,0.0554484550178,0.0539256904567,0.0569712195789,2
ast,cello,violin,studio,0.0778887203685,0.0750014043366,0.0807760364004,2
ast,clarinet,double-bass,studio,0.0103130304217,0.010309766288,0.0103162945554,2
ast,clarinet,flute,studio,0.0188890813891,0.014836952337,0.0229412104412,2
ast,clarinet,french-horn,studio,0.00517610984478,0.00225903614458,0.00809318354499,2
ast,clarinet,oboe,studio,0.0321729957806,0.0295358649789,0.0348101265823,2
ast,clarinet,trombone,studio,0.010396910068,0.0101104393868,0.0106833807492,2
ast,clarinet,trumpet,studio,0.0165612728113,0.0157051282051,0.0174174174174,2
ast,clarinet,tuba,studio,0,0,0,2
ast,clarinet,viola,studio,0.0307400560938,0.0274289619808,0.0340511502068,2
ast,clarinet,violin,studio,0.00646431315036,0.00472274600182,0.0082058802989,2
ast,double-bass,flute,studio,0.0133276043602,0.0119766505636,0.0146785581568,2
ast,double-bass,french-horn,studio,0.0431726907631,0.0373995983936,0.0489457831325,2
ast,double-bass,oboe,studio,0.0114715189873,0.0113396624473,0.0116033755274,2
ast,double-bass,trombone,studio,0.0199195906433,0.0190058479532,0.0208333333333,2
ast,double-bass,trumpet,studio,0.0219551282051,0.0214743589744,0.0224358974359,2
ast,double-bass,tuba,studio,0.106098790323,0.0981182795699,0.114079301075,2
ast,double-bass,viola,studio,0.00922802160241,0.00677126059612,0.0116847826087,2
ast,double-bass,violin,studio,0.0342805583642,0.0261782384002,0.0423828783283,2
ast,flute,french-horn,studio,0.0129749768304,0.0122991967871,0.0136507568736,2
ast,flute,oboe,studio,0.0174940946302,0.0146822820873,0.020305907173,2
ast,flute,trombone,studio,0.00762155120708,0.00744583145899,0.00779727095517,2
ast,flute,trumpet,studio,0.00819088319088,0.00705128205128,0.00933048433048,2
ast,flute,tuba,studio,0.00159610215054,0.00151209677419,0.00168010752688,2
ast,flute,viola,studio,0.0145095885072,0.0122006531205,0.016818523894,2
ast,flute,violin,studio,0.0203426257205,0.0201459285762,0.0205393228649,2
ast,french-horn,oboe,studio,0,0,0,2
ast,french-horn,trombone,studio,0.0255880980061,0.0246027971535,0.0265733988586,2
ast,french-horn,trumpet,studio,0.00505290392339,0.00296957059005,0.00713623725672,2
ast,french-horn,tuba,studio,0.0915658602151,0.0912298387097,0.0919018817204,2
ast,french-horn,viola,studio,0.0116172236114,0.00753012048193,0.0157043267409,2
ast,french-horn,violin,studio,0.00163152610442,0.00150602409639,0.00175702811245,2
ast,oboe,trombone,studio,0.010944092827,0.00896624472574,0.0129219409283,2
ast,oboe,trumpet,studio,0.0178006329114,0.0147679324895,0.0208333333333,2
ast,oboe,tuba,studio,0,0,0,2
ast,oboe,viola,studio,0.0388976793249,0.0353375527426,0.0424578059072,2
ast,oboe,violin,studio,0.00474683544304,0.00263713080169,0.00685654008439,2
ast,trombone,trumpet,studio,0.0495192307692,0.0458333333333,0.0532051282051,2
ast,trombone,tuba,studio,0.00117607526882,0.000336021505376,0.00201612903226,2
ast,trombone,viola,studio,0.0104287349663,0.00804093567251,0.0128165342602,2
ast,trombone,violin,studio,0.00236723106215,0.00230348157215,0.00243098055216,2
ast,trumpet,tuba,studio,0,0,0,2
ast,trumpet,viola,studio,0.0334316037736,0.0246794871795,0.0421837203677,2
ast,trumpet,violin,studio,0.00288461538462,0.000961538461538,0.00480769230769,2
ast,tuba,viola,studio,0.00176411290323,0.00117607526882,0.00235215053763,2
ast,tuba,violin,studio,0.00117607526882,0.00100806451613,0.00134408602151,2
ast,viola,violin,studio,0.0691496331237,0.067928489591,0.0703707766564,2
panns,bassoon,cello,white,0,0,0,2
panns,bassoon,clarinet,white,0.0196520618557,0.0180412371134,0.0212628865979,2
panns,bassoon,double-bass,white,0,0,0,2
panns,bassoon,flute,white,0.018470790378,0.0176116838488,0.0193298969072,2
panns,bassoon,french-horn,white,0.0443513745704,0.0427405498282,0.0459621993127,2
panns,bassoon,oboe,white,-0.0154639175258,-0.0154639175258,-0.0154639175258,2
panns,bassoon,trombone,white,0.297268757159,0.296898550069,0.297638964249,2
panns,bassoon,trumpet,white,-0.00150343642612,-0.00171821305842,-0.00128865979381,2
panns,bassoon,tuba,white,0.00107388316151,0.000429553264605,0.00171821305842,2
panns,bassoon,viola,white,-0.00275157232704,-0.00275157232704,-0.00275157232704,2
panns,bassoon,violin,white,0.00579896907216,0.00515463917526,0.00644329896907,2
panns,cello,clarinet,white,0.0169384057971,0.0150362318841,0.0188405797101,2
panns,cello,double-bass,white,-0.00434782608696,-0.00434782608696,-0.00434782608696,2
panns,cello,flute,white,0.0615942028986,0.0608695652174,0.0623188405797,2
panns,cello,french-horn,white,0.00326086956522,0.00289855072464,0.0036231884058,2
panns,cello,oboe,white,0,0,0,2
panns,cello,trombone,white,0.214764492754,0.2125,0.217028985507,2
panns,cello,trumpet,white,0.00353260869565,0.00326086956522,0.00380434782609,2
panns,cello,tuba,white,0,0,0,2
panns,cello,viola,white,0.023731884058,0.0235507246377,0.0239130434783,2
panns,cello,violin,white,0.103351449275,0.102898550725,0.103804347826,2
panns,clarinet,double-bass,white,0.00398550724638,0.00380434782609,0.00416666666667,2
panns,clarinet,flute,white,0.104594979595,0.103367790868,0.105822168322,2
panns,clarinet,french-horn,white,0.00552208835341,0.00476907630522,0.00627510040161,2
panns,clarinet,oboe,white,0.17114978903,0.169567510549,0.172732067511,2
panns,clarinet,trombone,white,0.15182452189,0.149873557768,0.153775486012,2
panns,clarinet,trumpet,white,0.108209170709,0.105347655348,0.111070686071,2
panns,clarinet,tuba,white,0.00246037368013,0.00209483677226,0.00282591058801,2
panns,clarinet,viola,white,0.0129716981132,0.0115959119497,0.0143474842767,2
panns,clarinet,violin,white,0.0485805573015,0.0470659613101,0.0500951532928,2
panns,double-bass,flute,white,0.0434782608696,0.0427536231884,0.0442028985507,2
panns,double-bass,french-horn,white,0,0,0,2
panns,double-bass,oboe,white,0,0,0,2
panns,double-bass,trombone,white,0.310869565217,0.308333333333,0.313405797101,2
panns,double-bass,trumpet,white,0.000634057971014,0.00018115942029,0.00108695652174,2
panns,double-bass,tuba,white,0.000724637681159,0.000724637681159,0.000724637681159,2
panns,double-bass,viola,white,0.0101449275362,0.00833333333333,0.0119565217391,2
panns,double-bass,violin,white,0.0133152173913,0.0130434782609,0.0135869565217,2
panns,flute,french-horn,white,0.0220883534137,0.0220883534137,0.0220883534137,2
panns,flute,oboe,white,0.0675105485232,0.0664556962025,0.0685654008439,2
panns,flute,trombone,white,0.0771573699205,0.0753767431399,0.0789379967012,2
panns,flute,trumpet,white,0.0129985754986,0.0129985754986,0.0129985754986,2
panns,flute,tuba,white,0.00134408602151,0.00134408602151,0.00134408602151,2
panns,flute,viola,white,0.0357704402516,0.0353773584906,0.0361635220126,2
panns,flute,violin,white,0.0584356158484,0.0560980255748,0.060773206122,2
panns,french-horn,oboe,white,0,0,0,2
panns,french-horn,trombone,white,0.287274096386,0.287148594378,0.287399598394,2
panns,french-horn,trumpet,white,0.003890562249,0.0035140562249,0.00426706827309,2
panns,french-horn,tuba,white,0.0216288541262,0.0194892473118,0.0237684609405,2
panns,french-horn,viola,white,0,0,0,2
panns,french-horn,violin,white,0.00503856511317,0.00466205908907,0.00541507113726,2
panns,oboe,trombone,white,0.0872890295359,0.0870253164557,0.087552742616,2
panns,oboe,trumpet,white,0.00329641350211,0.00210970464135,0.00448312236287,2
panns,oboe,tuba,white,0,0,0,2
panns,oboe,viola,white,0,0,0,2
panns,oboe,violin,white,0.0357331223629,0.0353375527426,0.0361286919831,2
panns,trombone,trumpet,white,0.197822480882,0.19775359874,0.197891363023,2
panns,trombone,tuba,white,0.33845766129,0.337197580645,0.339717741935,2
panns,trombone,viola,white,0.094143081761,0.0923742138365,0.0959119496855,2
panns,trombone,violin,white,0.0981635896913,0.0980297157623,0.0982974636203,2
panns,trumpet,tuba,white,0,0,0,2
panns,trumpet,viola,white,0.00383254716981,0.00373427672956,0.00393081761006,2
panns,trumpet,violin,white,0.0270100377659,0.0251689524945,0.0288511230372,2
panns,tuba,viola,white,0,0,0,2
panns,tuba,violin,white,0,0,0,2
panns,viola,violin,white,0.104658018868,0.102201257862,0.107114779874,2
panns,bassoon,cello,audience,0.00555897953085,0.00401912445839,0.00709883460332,2
panns,bassoon,clarinet,audience,0.0383743924337,0.0287510448593,0.047997740008,2
panns,bassoon,double-bass,audience,0.00408355744808,0.00397243388615,0.00419468101001,2
panns,bassoon,flute,audience,0.0361916982407,0.030230269921,0.0421531265603,2
panns,bassoon,french-horn,audience,0.0468562393906,0.0365120274914,0.0572004512897,2
panns,bassoon,oboe,audience,-0.00998575405629,-0.0139795119405,-0.00599199617208,2
panns,bassoon,trombone,audience,0.0273030083801,0.0225232863086,0.0320827304516,2
panns,bassoon,trumpet,audience,0.00636895321174,0.00321173671689,0.00952616970658,2
panns,bassoon,tuba,audience,0.0184361489857,0.0172496812992,0.0196226166722,2
panns,bassoon,viola,audience,0.00358028593659,0.000484260520003,0.00667631135317,2
panns,bassoon,violin,audience,0.00520874956712,0.00338314819255,0.00703435094169,2
panns,cello,clarinet,audience,0.00978587282935,0.00253623188406,0.0170355137746,2
panns,cello,double-bass,audience,0.0510869565217,0.0478260869565,0.054347826087,2
panns,cello,flute,audience,0.0259220549981,0.019534249969,0.0323098600273,2
panns,cello,french-horn,audience,0.00135214772132,0,0.00270429544264,2
panns,cello,oboe,audience,0.00237227114291,0.00235507246377,0.00238946982205,2
panns,cello,trombone,audience,0.0185688405797,0.0143115942029,0.0228260869565,2
panns,cello,trumpet,audience,0.00590161649944,0.00413879598662,0.00766443701226,2
panns,cello,tuba,audience,0.000452898550725,0,0.000905797101449,2
panns,cello,viola,audience,0.02988703172,0.0266646158053,0.0331094476347,2
