model,instrument_a,instrument_b,noise_type,snr_db,replicate,clean_symmetric_confusion,noisy_symmetric_confusion,confusion_increase
svm,bassoon,cello,white,50,0,0,0,0
svm,bassoon,clarinet,white,50,0,0.0103092783505,0.00515463917526,-0.00515463917526
svm,bassoon,double-bass,white,50,0,0,0,0
svm,bassoon,flute,white,50,0,0,0.0103092783505,0.0103092783505
svm,bassoon,french-horn,white,50,0,0.00515463917526,0.0154639175258,0.0103092783505
svm,bassoon,oboe,white,50,0,0.0154639175258,0.0257731958763,0.0103092783505
svm,bassoon,trombone,white,50,0,0,0.0257731958763,0.0257731958763
svm,bassoon,trumpet,white,50,0,0.0154639175258,0.020618556701,0.00515463917526
svm,bassoon,tuba,white,50,0,0,0,0
svm,bassoon,viola,white,50,0,0,0,0
svm,bassoon,violin,white,50,0,0,0.00515463917526,0.00515463917526
svm,cello,clarinet,white,50,0,0.0045045045045,0.00900900900901,0.0045045045045
svm,cello,double-bass,white,50,0,0.00869565217391,0.00434782608696,-0.00434782608696
svm,cello,flute,white,50,0,0,0,0
svm,cello,french-horn,white,50,0,0,0,0
svm,cello,oboe,white,50,0,0,0,0
svm,cello,trombone,white,50,0,0,0,0
svm,cello,trumpet,white,50,0,0,0,0
svm,cello,tuba,white,50,0,0,0.0443548387097,0.0443548387097
svm,cello,viola,white,50,0,0,0.00869565217391,0.00869565217391
svm,cello,violin,white,50,0,0.00387596899225,0.00869565217391,0.00481968318166
svm,clarinet,double-bass,white,50,0,0,0,0
svm,clarinet,flute,white,50,0,0.0042735042735,0.0045045045045,0.000231000231
svm,clarinet,french-horn,white,50,0,0,0,0
svm,clarinet,oboe,white,50,0,0,0.00632911392405,0.00632911392405
svm,clarinet,trombone,white,50,0,0,0,0
svm,clarinet,trumpet,white,50,0,0,0.0045045045045,0.0045045045045
svm,clarinet,tuba,white,50,0,0,0.0161290322581,0.0161290322581
svm,clarinet,viola,white,50,0,0.00471698113208,0.00471698113208,0
svm,clarinet,violin,white,50,0,0.0077519379845,0.0116279069767,0.00387596899225
svm,double-bass,flute,white,50,0,0,0.00434782608696,0.00434782608696
svm,double-bass,french-horn,white,50,0,0,0,0
svm,double-bass,oboe,white,50,0,0,0,0
svm,double-bass,trombone,white,50,0,0,0,0
svm,double-bass,trumpet,white,50,0,0,0,0
svm,double-bass,tuba,white,50,0,0,0,0
svm,double-bass,viola,white,50,0,0,0.0130434782609,0.0130434782609
svm,double-bass,violin,white,50,0,0.00387596899225,0,-0.00387596899225
svm,flute,french-horn,white,50,0,0,0,0
svm,flute,oboe,white,50,0,0.00632911392405,0.151898734177,0.145569620253
svm,flute,trombone,white,50,0,0,0,0
svm,flute,trumpet,white,50,0,0,0,0
svm,flute,tuba,white,50,0,0,0,0
svm,flute,viola,white,50,0,0,0.0141509433962,0.0141509433962
svm,flute,violin,white,50,0,0,0.015503875969,0.015503875969
svm,french-horn,oboe,white,50,0,0.00632911392405,0,-0.00632911392405
svm,french-horn,trombone,white,50,0,0.00602409638554,0.0180722891566,0.0120481927711
svm,french-horn,trumpet,white,50,0,0,0.00602409638554,0.00602409638554
svm,french-horn,tuba,white,50,0,0,0.0241935483871,0.0241935483871
svm,french-horn,viola,white,50,0,0,0,0
svm,french-horn,violin,white,50,0,0,0,0
svm,oboe,trombone,white,50,0,0,0,0
svm,oboe,trumpet,white,50,0,0.0153846153846,0.00632911392405,-0.00905550146056
svm,oboe,tuba,white,50,0,0,0,0
svm,oboe,viola,white,50,0,0.00632911392405,0.00632911392405,0
svm,oboe,violin,white,50,0,0,0,0
svm,trombone,trumpet,white,50,0,0,0.0846153846154,0.0846153846154
svm,trombone,tuba,white,50,0,0,0.0161290322581,0.0161290322581
svm,trombone,viola,white,50,0,0,0,0
svm,trombone,violin,white,50,0,0,0,0
svm,trumpet,tuba,white,50,0,0,0,0
svm,trumpet,viola,white,50,0,0,0,0
svm,trumpet,violin,white,50,0,0,0,0
svm,tuba,viola,white,50,0,0,0,0
svm,tuba,violin,white,50,0,0,0,0
svm,viola,violin,white,50,0,0,0.00943396226415,0.00943396226415
svm,bassoon,cello,white,40,0,0,0.0103092783505,0.0103092783505
svm,bassoon,clarinet,white,40,0,0.0103092783505,0.0463917525773,0.0360824742268
svm,bassoon,double-bass,white,40,0,0,0,0
svm,bassoon,flute,white,40,0,0,0.0618556701031,0.0618556701031
svm,bassoon,french-horn,white,40,0,0.00515463917526,0.0412371134021,0.0360824742268
svm,bassoon,oboe,white,40,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,trombone,white,40,0,0,0.231958762887,0.231958762887
svm,bassoon,trumpet,white,40,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,tuba,white,40,0,0,0,0
svm,bassoon,viola,white,40,0,0,0,0
svm,bassoon,violin,white,40,0,0,0.0103092783505,0.0103092783505
svm,cello,clarinet,white,40,0,0.0045045045045,0.0173913043478,0.0128867998433
svm,cello,double-bass,white,40,0,0.00869565217391,0.00869565217391,0
svm,cello,flute,white,40,0,0,0.00434782608696,0.00434782608696
svm,cello,french-horn,white,40,0,0,0,0
svm,cello,oboe,white,40,0,0,0,0
svm,cello,trombone,white,40,0,0,0,0
svm,cello,trumpet,white,40,0,0,0,0
svm,cello,tuba,white,40,0,0,0.0766129032258,0.0766129032258
svm,cello,viola,white,40,0,0,0.0173913043478,0.0173913043478
svm,cello,violin,white,40,0,0.00387596899225,0.0434782608696,0.0396022918773
svm,clarinet,double-bass,white,40,0,0,0.14347826087,0.14347826087
svm,clarinet,flute,white,40,0,0.0042735042735,0.0630630630631,0.0587895587896
svm,clarinet,french-horn,white,40,0,0,0.0301204819277,0.0301204819277
svm,clarinet,oboe,white,40,0,0,0.0696202531646,0.0696202531646
svm,clarinet,trombone,white,40,0,0,0,0
svm,clarinet,trumpet,white,40,0,0,0.0153846153846,0.0153846153846
svm,clarinet,tuba,white,40,0,0,0.209677419355,0.209677419355
svm,clarinet,viola,white,40,0,0.00471698113208,0.00471698113208,0
svm,clarinet,violin,white,40,0,0.0077519379845,0.015503875969,0.0077519379845
svm,double-bass,flute,white,40,0,0,0.113043478261,0.113043478261
svm,double-bass,french-horn,white,40,0,0,0,0
svm,double-bass,oboe,white,40,0,0,0,0
svm,double-bass,trombone,white,40,0,0,0,0
svm,double-bass,trumpet,white,40,0,0,0,0
svm,double-bass,tuba,white,40,0,0,0.00403225806452,0.00403225806452
svm,double-bass,viola,white,40,0,0,0.00869565217391,0.00869565217391
svm,double-bass,violin,white,40,0,0.00387596899225,0.0130434782609,0.00916750926862
svm,flute,french-horn,white,40,0,0,0.00602409638554,0.00602409638554
svm,flute,oboe,white,40,0,0.00632911392405,0.411392405063,0.405063291139
svm,flute,trombone,white,40,0,0,0,0
svm,flute,trumpet,white,40,0,0,0.0461538461538,0.0461538461538
svm,flute,tuba,white,40,0,0,0.0362903225806,0.0362903225806
svm,flute,viola,white,40,0,0,0.13679245283,0.13679245283
svm,flute,violin,white,40,0,0,0.0232558139535,0.0232558139535
svm,french-horn,oboe,white,40,0,0.00632911392405,0,-0.00632911392405
svm,french-horn,trombone,white,40,0,0.00602409638554,0.0301204819277,0.0240963855422
svm,french-horn,trumpet,white,40,0,0,0.0137164040778,0.0137164040778
svm,french-horn,tuba,white,40,0,0,0.00806451612903,0.00806451612903
svm,french-horn,viola,white,40,0,0,0.00471698113208,0.00471698113208
svm,french-horn,violin,white,40,0,0,0.0421686746988,0.0421686746988
svm,oboe,trombone,white,40,0,0,0,0
svm,oboe,trumpet,white,40,0,0.0153846153846,0,-0.0153846153846
svm,oboe,tuba,white,40,0,0,0,0
svm,oboe,viola,white,40,0,0.00632911392405,0,-0.00632911392405
svm,oboe,violin,white,40,0,0,0,0
svm,trombone,trumpet,white,40,0,0,0.161538461538,0.161538461538
svm,trombone,tuba,white,40,0,0,0.0806451612903,0.0806451612903
svm,trombone,viola,white,40,0,0,0,0
svm,trombone,violin,white,40,0,0,0,0
svm,trumpet,tuba,white,40,0,0,0,0
svm,trumpet,viola,white,40,0,0,0,0
svm,trumpet,violin,white,40,0,0,0.00769230769231,0.00769230769231
svm,tuba,viola,white,40,0,0,0.0201612903226,0.0201612903226
svm,tuba,violin,white,40,0,0,0,0
svm,viola,violin,white,40,0,0,0.0188679245283,0.0188679245283
svm,bassoon,cello,white,30,0,0,0.0309278350515,0.0309278350515
svm,bassoon,clarinet,white,30,0,0.0103092783505,0.00515463917526,-0.00515463917526
svm,bassoon,double-bass,white,30,0,0,0,0
svm,bassoon,flute,white,30,0,0,0.0773195876289,0.0773195876289
svm,bassoon,french-horn,white,30,0,0.00515463917526,0.0309278350515,0.0257731958763
svm,bassoon,oboe,white,30,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,trombone,white,30,0,0,0.231958762887,0.231958762887
svm,bassoon,trumpet,white,30,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,tuba,white,30,0,0,0,0
svm,bassoon,viola,white,30,0,0,0,0
svm,bassoon,violin,white,30,0,0,0.123711340206,0.123711340206
svm,cello,clarinet,white,30,0,0.0045045045045,0.0217391304348,0.0172346259303
svm,cello,double-bass,white,30,0,0.00869565217391,0,-0.00869565217391
svm,cello,flute,white,30,0,0,0.0869565217391,0.0869565217391
svm,cello,french-horn,white,30,0,0,0,0
svm,cello,oboe,white,30,0,0,0,0
svm,cello,trombone,white,30,0,0,0,0
svm,cello,trumpet,white,30,0,0,0,0
svm,cello,tuba,white,30,0,0,0.0120967741935,0.0120967741935
svm,cello,viola,white,30,0,0,0,0
svm,cello,violin,white,30,0,0.00387596899225,0.191304347826,0.187428378834
svm,clarinet,double-bass,white,30,0,0,0.0173913043478,0.0173913043478
svm,clarinet,flute,white,30,0,0.0042735042735,0.22972972973,0.225456225456
svm,clarinet,french-horn,white,30,0,0,0.00602409638554,0.00602409638554
svm,clarinet,oboe,white,30,0,0,0.0189873417722,0.0189873417722
svm,clarinet,trombone,white,30,0,0,0.0745614035088,0.0745614035088
svm,clarinet,trumpet,white,30,0,0,0.0628551628552,0.0628551628552
svm,clarinet,tuba,white,30,0,0,0.177419354839,0.177419354839
svm,clarinet,viola,white,30,0,0.00471698113208,0.00471698113208,0
svm,clarinet,violin,white,30,0,0.0077519379845,0.027027027027,0.0192750890425
svm,double-bass,flute,white,30,0,0,0.413043478261,0.413043478261
svm,double-bass,french-horn,white,30,0,0,0,0
svm,double-bass,oboe,white,30,0,0,0,0
svm,double-bass,trombone,white,30,0,0,0,0
svm,double-bass,trumpet,white,30,0,0,0,0
svm,double-bass,tuba,white,30,0,0,0,0
svm,double-bass,viola,white,30,0,0,0,0
svm,double-bass,violin,white,30,0,0.00387596899225,0.0695652173913,0.0656892483991
svm,flute,french-horn,white,30,0,0,0.0301204819277,0.0301204819277
svm,flute,oboe,white,30,0,0.00632911392405,0.46835443038,0.462025316456
svm,flute,trombone,white,30,0,0,0.0131578947368,0.0131578947368
svm,flute,trumpet,white,30,0,0,0.169230769231,0.169230769231
svm,flute,tuba,white,30,0,0,0.201612903226,0.201612903226
svm,flute,viola,white,30,0,0,0.424528301887,0.424528301887
svm,flute,violin,white,30,0,0,0.0442258000398,0.0442258000398
svm,french-horn,oboe,white,30,0,0.00632911392405,0,-0.00632911392405
svm,french-horn,trombone,white,30,0,0.00602409638554,0.0180722891566,0.0120481927711
svm,french-horn,trumpet,white,30,0,0,0,0
svm,french-horn,tuba,white,30,0,0,0,0
svm,french-horn,viola,white,30,0,0,0.00471698113208,0.00471698113208
svm,french-horn,violin,white,30,0,0,0.277108433735,0.277108433735
svm,oboe,trombone,white,30,0,0,0,0
svm,oboe,trumpet,white,30,0,0.0153846153846,0,-0.0153846153846
svm,oboe,tuba,white,30,0,0,0,0
svm,oboe,viola,white,30,0,0.00632911392405,0,-0.00632911392405
svm,oboe,violin,white,30,0,0,0.0126582278481,0.0126582278481
svm,trombone,trumpet,white,30,0,0,0.146153846154,0.146153846154
svm,trombone,tuba,white,30,0,0,0.0443548387097,0.0443548387097
svm,trombone,viola,white,30,0,0,0,0
svm,trombone,violin,white,30,0,0,0.0131578947368,0.0131578947368
svm,trumpet,tuba,white,30,0,0,0,0
svm,trumpet,viola,white,30,0,0,0,0
svm,trumpet,violin,white,30,0,0,0.0461538461538,0.0461538461538
svm,tuba,viola,white,30,0,0,0.00403225806452,0.00403225806452
svm,tuba,violin,white,30,0,0,0.0604838709677,0.0604838709677
svm,viola,violin,white,30,0,0,0.0660377358491,0.0660377358491
svm,bassoon,cello,white,20,0,0,0,0
svm,bassoon,clarinet,white,20,0,0.0103092783505,0,-0.0103092783505
svm,bassoon,double-bass,white,20,0,0,0,0
svm,bassoon,flute,white,20,0,0,0.0412371134021,0.0412371134021
svm,bassoon,french-horn,white,20,0,0.00515463917526,0,-0.00515463917526
svm,bassoon,oboe,white,20,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,trombone,white,20,0,0,0.10824742268,0.10824742268
svm,bassoon,trumpet,white,20,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,tuba,white,20,0,0,0,0
svm,bassoon,viola,white,20,0,0,0,0
svm,bassoon,violin,white,20,0,0,0.350515463918,0.350515463918
svm,cello,clarinet,white,20,0,0.0045045045045,0,-0.0045045045045
svm,cello,double-bass,white,20,0,0.00869565217391,0,-0.00869565217391
svm,cello,flute,white,20,0,0,0.126086956522,0.126086956522
svm,cello,french-horn,white,20,0,0,0,0
svm,cello,oboe,white,20,0,0,0,0
svm,cello,trombone,white,20,0,0,0,0
svm,cello,trumpet,white,20,0,0,0,0
svm,cello,tuba,white,20,0,0,0.0201612903226,0.0201612903226
svm,cello,viola,white,20,0,0,0,0
svm,cello,violin,white,20,0,0.00387596899225,0.373913043478,0.370037074486
svm,clarinet,double-bass,white,20,0,0,0.00434782608696,0.00434782608696
svm,clarinet,flute,white,20,0,0.0042735042735,0.274774774775,0.270501270501
svm,clarinet,french-horn,white,20,0,0,0,0
svm,clarinet,oboe,white,20,0,0,0,0
svm,clarinet,trombone,white,20,0,0,0,0
svm,clarinet,trumpet,white,20,0,0,0,0
svm,clarinet,tuba,white,20,0,0,0,0
svm,clarinet,viola,white,20,0,0.00471698113208,0.00471698113208,0
svm,clarinet,violin,white,20,0,0.0077519379845,0.211711711712,0.203959773727
svm,double-bass,flute,white,20,0,0,0.295652173913,0.295652173913
svm,double-bass,french-horn,white,20,0,0,0,0
svm,double-bass,oboe,white,20,0,0,0,0
svm,double-bass,trombone,white,20,0,0,0,0
svm,double-bass,trumpet,white,20,0,0,0,0
svm,double-bass,tuba,white,20,0,0,0,0
svm,double-bass,viola,white,20,0,0,0,0
svm,double-bass,violin,white,20,0,0.00387596899225,0.2,0.196124031008
svm,flute,french-horn,white,20,0,0,0.0120481927711,0.0120481927711
svm,flute,oboe,white,20,0,0.00632911392405,0.367088607595,0.360759493671
svm,flute,trombone,white,20,0,0,0.0526315789474,0.0526315789474
svm,flute,trumpet,white,20,0,0,0.223076923077,0.223076923077
svm,flute,tuba,white,20,0,0,0.221774193548,0.221774193548
svm,flute,viola,white,20,0,0,0.292452830189,0.292452830189
svm,flute,violin,white,20,0,0,0.142118863049,0.142118863049
svm,french-horn,oboe,white,20,0,0.00632911392405,0,-0.00632911392405
svm,french-horn,trombone,white,20,0,0.00602409638554,0.00602409638554,0
svm,french-horn,trumpet,white,20,0,0,0,0
svm,french-horn,tuba,white,20,0,0,0,0
svm,french-horn,viola,white,20,0,0,0,0
svm,french-horn,violin,white,20,0,0,0.469879518072,0.469879518072
svm,oboe,trombone,white,20,0,0,0,0
svm,oboe,trumpet,white,20,0,0.0153846153846,0,-0.0153846153846
svm,oboe,tuba,white,20,0,0,0,0
svm,oboe,viola,white,20,0,0.00632911392405,0,-0.00632911392405
svm,oboe,violin,white,20,0,0,0.132911392405,0.132911392405
svm,trombone,trumpet,white,20,0,0,0.0230769230769,0.0230769230769
svm,trombone,tuba,white,20,0,0,0,0
svm,trombone,viola,white,20,0,0,0,0
svm,trombone,violin,white,20,0,0,0.241228070175,0.241228070175
svm,trumpet,tuba,white,20,0,0,0,0
svm,trumpet,viola,white,20,0,0,0,0
svm,trumpet,violin,white,20,0,0,0.246153846154,0.246153846154
svm,tuba,viola,white,20,0,0,0,0
svm,tuba,violin,white,20,0,0,0.258064516129,0.258064516129
svm,viola,violin,white,20,0,0,0.202830188679,0.202830188679
svm,bassoon,cello,white,10,0,0,0,0
svm,bassoon,clarinet,white,10,0,0.0103092783505,0,-0.0103092783505
svm,bassoon,double-bass,white,10,0,0,0,0
svm,bassoon,flute,white,10,0,0,0.0412371134021,0.0412371134021
svm,bassoon,french-horn,white,10,0,0.00515463917526,0,-0.00515463917526
svm,bassoon,oboe,white,10,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,trombone,white,10,0,0,0.0154639175258,0.0154639175258
svm,bassoon,trumpet,white,10,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,tuba,white,10,0,0,0,0
svm,bassoon,viola,white,10,0,0,0,0
svm,bassoon,violin,white,10,0,0,0.443298969072,0.443298969072
svm,cello,clarinet,white,10,0,0.0045045045045,0,-0.0045045045045
svm,cello,double-bass,white,10,0,0.00869565217391,0,-0.00869565217391
svm,cello,flute,white,10,0,0,0.0913043478261,0.0913043478261
svm,cello,french-horn,white,10,0,0,0,0
svm,cello,oboe,white,10,0,0,0,0
svm,cello,trombone,white,10,0,0,0,0
svm,cello,trumpet,white,10,0,0,0,0
svm,cello,tuba,white,10,0,0,0,0
svm,cello,viola,white,10,0,0,0,0
svm,cello,violin,white,10,0,0.00387596899225,0.408695652174,0.404819683182
svm,clarinet,double-bass,white,10,0,0,0.00434782608696,0.00434782608696
svm,clarinet,flute,white,10,0,0.0042735042735,0.256756756757,0.252483252483
svm,clarinet,french-horn,white,10,0,0,0,0
svm,clarinet,oboe,white,10,0,0,0,0
svm,clarinet,trombone,white,10,0,0,0,0
svm,clarinet,trumpet,white,10,0,0,0,0
svm,clarinet,tuba,white,10,0,0,0,0
svm,clarinet,viola,white,10,0,0.00471698113208,0,-0.00471698113208
svm,clarinet,violin,white,10,0,0.0077519379845,0.243243243243,0.235491305259
svm,double-bass,flute,white,10,0,0,0.15652173913,0.15652173913
svm,double-bass,french-horn,white,10,0,0,0,0
svm,double-bass,oboe,white,10,0,0,0,0
svm,double-bass,trombone,white,10,0,0,0,0
svm,double-bass,trumpet,white,10,0,0,0,0
svm,double-bass,tuba,white,10,0,0,0,0
svm,double-bass,viola,white,10,0,0,0,0
svm,double-bass,violin,white,10,0,0.00387596899225,0.339130434783,0.33525446579
svm,flute,french-horn,white,10,0,0,0.0542168674699,0.0542168674699
svm,flute,oboe,white,10,0,0.00632911392405,0.170886075949,0.164556962025
svm,flute,trombone,white,10,0,0,0.0833333333333,0.0833333333333
svm,flute,trumpet,white,10,0,0,0.115384615385,0.115384615385
svm,flute,tuba,white,10,0,0,0.221774193548,0.221774193548
svm,flute,viola,white,10,0,0,0.117924528302,0.117924528302
svm,flute,violin,white,10,0,0,0.275790101371,0.275790101371
svm,french-horn,oboe,white,10,0,0.00632911392405,0,-0.00632911392405
svm,french-horn,trombone,white,10,0,0.00602409638554,0.0120481927711,0.00602409638554
svm,french-horn,trumpet,white,10,0,0,0,0
svm,french-horn,tuba,white,10,0,0,0,0
svm,french-horn,viola,white,10,0,0,0,0
svm,french-horn,violin,white,10,0,0,0.433734939759,0.433734939759
svm,oboe,trombone,white,10,0,0,0,0
svm,oboe,trumpet,white,10,0,0.0153846153846,0,-0.0153846153846
svm,oboe,tuba,white,10,0,0,0,0
svm,oboe,viola,white,10,0,0.00632911392405,0,-0.00632911392405
svm,oboe,violin,white,10,0,0,0.329113924051,0.329113924051
svm,trombone,trumpet,white,10,0,0,0,0
svm,trombone,tuba,white,10,0,0,0,0
svm,trombone,viola,white,10,0,0,0,0
svm,trombone,violin,white,10,0,0,0.315789473684,0.315789473684
svm,trumpet,tuba,white,10,0,0,0,0
svm,trumpet,viola,white,10,0,0,0,0
svm,trumpet,violin,white,10,0,0,0.384615384615,0.384615384615
svm,tuba,viola,white,10,0,0,0,0
svm,tuba,violin,white,10,0,0,0.278225806452,0.278225806452
svm,viola,violin,white,10,0,0,0.382075471698,0.382075471698
svm,bassoon,cello,white,0,0,0,0,0
svm,bassoon,clarinet,white,0,0,0.0103092783505,0,-0.0103092783505
svm,bassoon,double-bass,white,0,0,0,0,0
svm,bassoon,flute,white,0,0,0,0.494845360825,0.494845360825
svm,bassoon,french-horn,white,0,0,0.00515463917526,0,-0.00515463917526
svm,bassoon,oboe,white,0,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,trombone,white,0,0,0,0,0
svm,bassoon,trumpet,white,0,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,tuba,white,0,0,0,0,0
svm,bassoon,viola,white,0,0,0,0,0
svm,bassoon,violin,white,0,0,0,0.00515463917526,0.00515463917526
svm,cello,clarinet,white,0,0,0.0045045045045,0,-0.0045045045045
svm,cello,double-bass,white,0,0,0.00869565217391,0,-0.00869565217391
svm,cello,flute,white,0,0,0,0.491304347826,0.491304347826
svm,cello,french-horn,white,0,0,0,0,0
svm,cello,oboe,white,0,0,0,0,0
svm,cello,trombone,white,0,0,0,0,0
svm,cello,trumpet,white,0,0,0,0,0
svm,cello,tuba,white,0,0,0,0,0
svm,cello,viola,white,0,0,0,0,0
svm,cello,violin,white,0,0,0.00387596899225,0.00869565217391,0.00481968318166
svm,clarinet,double-bass,white,0,0,0,0.00434782608696,0.00434782608696
svm,clarinet,flute,white,0,0,0.0042735042735,0.495495495495,0.491221991222
svm,clarinet,french-horn,white,0,0,0,0,0
svm,clarinet,oboe,white,0,0,0,0,0
svm,clarinet,trombone,white,0,0,0,0,0
svm,clarinet,trumpet,white,0,0,0,0,0
svm,clarinet,tuba,white,0,0,0,0,0
svm,clarinet,viola,white,0,0,0.00471698113208,0,-0.00471698113208
svm,clarinet,violin,white,0,0,0.0077519379845,0.0045045045045,-0.00324743347999
svm,double-bass,flute,white,0,0,0,0.495652173913,0.495652173913
svm,double-bass,french-horn,white,0,0,0,0,0
svm,double-bass,oboe,white,0,0,0,0,0
svm,double-bass,trombone,white,0,0,0,0,0
svm,double-bass,trumpet,white,0,0,0,0,0
svm,double-bass,tuba,white,0,0,0,0,0
svm,double-bass,viola,white,0,0,0,0,0
svm,double-bass,violin,white,0,0,0.00387596899225,0,-0.00387596899225
svm,flute,french-horn,white,0,0,0,0.475903614458,0.475903614458
svm,flute,oboe,white,0,0,0.00632911392405,0.493670886076,0.487341772152
svm,flute,trombone,white,0,0,0,0.469298245614,0.469298245614
svm,flute,trumpet,white,0,0,0,0.492307692308,0.492307692308
svm,flute,tuba,white,0,0,0,0.5,0.5
svm,flute,viola,white,0,0,0,0.372641509434,0.372641509434
svm,flute,violin,white,0,0,0,0.488769628305,0.488769628305
svm,french-horn,oboe,white,0,0,0.00632911392405,0,-0.00632911392405
svm,french-horn,trombone,white,0,0,0.00602409638554,0,-0.00602409638554
svm,french-horn,trumpet,white,0,0,0,0,0
svm,french-horn,tuba,white,0,0,0,0,0
svm,french-horn,viola,white,0,0,0,0,0
svm,french-horn,violin,white,0,0,0,0.0240963855422,0.0240963855422
svm,oboe,trombone,white,0,0,0,0,0
svm,oboe,trumpet,white,0,0,0.0153846153846,0,-0.0153846153846
svm,oboe,tuba,white,0,0,0,0,0
svm,oboe,viola,white,0,0,0.00632911392405,0,-0.00632911392405
svm,oboe,violin,white,0,0,0,0.00632911392405,0.00632911392405
svm,trombone,trumpet,white,0,0,0,0.00438596491228,0.00438596491228
svm,trombone,tuba,white,0,0,0,0,0
svm,trombone,viola,white,0,0,0,0,0
svm,trombone,violin,white,0,0,0,0,0
svm,trumpet,tuba,white,0,0,0,0,0
svm,trumpet,viola,white,0,0,0,0,0
svm,trumpet,violin,white,0,0,0,0.00769230769231,0.00769230769231
svm,tuba,viola,white,0,0,0,0,0
svm,tuba,violin,white,0,0,0,0,0
svm,viola,violin,white,0,0,0,0.127358490566,0.127358490566
svm,bassoon,cello,white,-5,0,0,0,0
svm,bassoon,clarinet,white,-5,0,0.0103092783505,0.0876288659794,0.0773195876289
svm,bassoon,double-bass,white,-5,0,0,0,0
svm,bassoon,flute,white,-5,0,0,0.324742268041,0.324742268041
svm,bassoon,french-horn,white,-5,0,0.00515463917526,0,-0.00515463917526
svm,bassoon,oboe,white,-5,0,0.0154639175258,0,-0.0154639175258
svm,bassoon,trombone,white,-5,0,0,0,0
svm,bassoon,trumpet,white,-5,0,0.0154639175258,0.0876288659794,0.0721649484536
svm,bassoon,tuba,white,-5,0,0,0,0
svm,bassoon,viola,white,-5,0,0,0,0
svm,bassoon,violin,white,-5,0,0,0,0
svm,cello,clarinet,white,-5,0,0.0045045045045,0.00434782608696,-0.000156678417548
svm,cello,double-bass,white,-5,0,0.00869565217391,0,-0.00869565217391
svm,cello,flute,white,-5,0,0,0.413043478261,0.413043478261
svm,cello,french-horn,white,-5,0,0,0,0
svm,cello,oboe,white,-5,0,0,0,0
svm,cello,trombone,white,-5,0,0,0,0
svm,cello,trumpet,white,-5,0,0,0.0826086956522,0.0826086956522
svm,cello,tuba,white,-5,0,0,0,0
svm,cello,viola,white,-5,0,0,0,0
svm,cello,violin,white,-5,0,0.00387596899225,0,-0.00387596899225
svm,clarinet,double-bass,white,-5,0,0,0.186956521739,0.186956521739
svm,clarinet,flute,white,-5,0,0.0042735042735,0.387387387387,0.383113883114
svm,clarinet,french-horn,white,-5,0,0,0.120481927711,0.120481927711
svm,clarinet,oboe,white,-5,0,0,0,0
svm,clarinet,trombone,white,-5,0,0,0.0657894736842,0.0657894736842
svm,clarinet,trumpet,white,-5,0,0,0.0855855855856,0.0855855855856
svm,clarinet,tuba,white,-5,0,0,0.16935483871,0.16935483871
svm,clarinet,viola,white,-5,0,0.00471698113208,0.0188679245283,0.0141509433962
svm,clarinet,violin,white,-5,0,0.0077519379845,0,-0.0077519379845
svm,double-bass,flute,white,-5,0,0,0.291304347826,0.291304347826
svm,double-bass,french-horn,white,-5,0,0,0,0
svm,double-bass,oboe,white,-5,0,0,0,0
svm,double-bass,trombone,white,-5,0,0,0,0
svm,double-bass,trumpet,white,-5,0,0,0.0217391304348,0.0217391304348
svm,double-bass,tuba,white,-5,0,0,0,0
svm,double-bass,viola,white,-5,0,0,0,0
svm,double-bass,violin,white,-5,0,0.00387596899225,0,-0.00387596899225
svm,flute,french-horn,white,-5,0,0,0.289156626506,0.289156626506
svm,flute,oboe,white,-5,0,0.00632911392405,0.430379746835,0.424050632911
svm,flute,trombone,white,-5,0,0,0.412280701754,0.412280701754
svm,flute,trumpet,white,-5,0,0,0.428205128205,0.428205128205
svm,flute,tuba,white,-5,0,0,0.310483870968,0.310483870968
svm,flute,viola,white,-5,0,0,0.287735849057,0.287735849057
svm,flute,violin,white,-5,0,0,0.43023255814,0.43023255814
svm,french-horn,oboe,white,-5,0,0.00632911392405,0,-0.00632911392405
svm,french-horn,trombone,white,-5,0,0.00602409638554,0,-0.00602409638554
svm,french-horn,trumpet,white,-5,0,0,0.0903614457831,0.0903614457831
svm,french-horn,tuba,white,-5,0,0,0,0
svm,french-horn,viola,white,-5,0,0,0,0
svm,french-horn,violin,white,-5,0,0,0,0
svm,oboe,trombone,white,-5,0,0,0,0
svm,oboe,trumpet,white,-5,0,0.0153846153846,0.0696202531646,0.0542356377799
svm,oboe,tuba,white,-5,0,0,0,0
svm,oboe,viola,white,-5,0,0.00632911392405,0,-0.00632911392405
svm,oboe,violin,white,-5,0,0,0,0
svm,trombone,trumpet,white,-5,0,0,0.0219298245614,0.0219298245614
svm,trombone,tuba,white,-5,0,0,0,0
svm,trombone,viola,white,-5,0,0,0,0
svm,trombone,violin,white,-5,0,0,0,0
