model,instrument_a,instrument_b,noise_type,snr_db,replicate,clean_symmetric_confusion,noisy_symmetric_confusion,confusion_increase
cnn,flute,trombone,audience,10,0,0,0.0128205128205,0.0128205128205
cnn,flute,trumpet,audience,10,0,0,0,0
cnn,flute,tuba,audience,10,0,0,0.0161290322581,0.0161290322581
cnn,flute,viola,audience,10,0,0.00471698113208,0.0595468472827,0.0548298661506
cnn,flute,violin,audience,10,0,0,0.0551580202743,0.0551580202743
cnn,french-horn,oboe,audience,10,0,0,0,0
cnn,french-horn,trombone,audience,10,0,0.0131578947368,0.0613506658212,0.0481927710843
cnn,french-horn,trumpet,audience,10,0,0,0.0120481927711,0.0120481927711
cnn,french-horn,tuba,audience,10,0,0,0,0
cnn,french-horn,viola,audience,10,0,0.00943396226415,0.00602409638554,-0.00340986587861
cnn,french-horn,violin,audience,10,0,0,0.0240963855422,0.0240963855422
cnn,oboe,trombone,audience,10,0,0,0,0
cnn,oboe,trumpet,audience,10,0,0,0.00632911392405,0.00632911392405
cnn,oboe,tuba,audience,10,0,0,0,0
cnn,oboe,viola,audience,10,0,0,0.0189873417722,0.0189873417722
cnn,oboe,violin,audience,10,0,0,0.246835443038,0.246835443038
cnn,trombone,trumpet,audience,10,0,0,0.112078272605,0.112078272605
cnn,trombone,tuba,audience,10,0,0,0.0604838709677,0.0604838709677
cnn,trombone,viola,audience,10,0,0,0,0
cnn,trombone,violin,audience,10,0,0,0.0219298245614,0.0219298245614
cnn,trumpet,tuba,audience,10,0,0,0.00403225806452,0.00403225806452
cnn,trumpet,viola,audience,10,0,0,0,0
cnn,trumpet,violin,audience,10,0,0,0.1,0.1
cnn,tuba,viola,audience,10,0,0,0,0
cnn,tuba,violin,audience,10,0,0,0.00403225806452,0.00403225806452
cnn,viola,violin,audience,10,0,0,0.0651967237092,0.0651967237092
cnn,bassoon,cello,audience,0,0,0.0293142088749,0.0154639175258,-0.0138502913492
cnn,bassoon,clarinet,audience,0,0,0,0,0
cnn,bassoon,double-bass,audience,0,0,0.00434782608696,0.128865979381,0.124518153294
cnn,bassoon,flute,audience,0,0,0,0.0257731958763,0.0257731958763
cnn,bassoon,french-horn,audience,0,0,0.035275121103,0.00602409638554,-0.0292510247174
cnn,bassoon,oboe,audience,0,0,0.0257731958763,0.00632911392405,-0.0194440819522
cnn,bassoon,trombone,audience,0,0,0,0.0567010309278,0.0567010309278
cnn,bassoon,trumpet,audience,0,0,0.00515463917526,0.00515463917526,0
cnn,bassoon,tuba,audience,0,0,0,0,0
cnn,bassoon,viola,audience,0,0,0,0,0
cnn,bassoon,violin,audience,0,0,0.00903060816751,0.215216175178,0.20618556701
cnn,cello,clarinet,audience,0,0,0,0.0132001566784,0.0132001566784
cnn,cello,double-bass,audience,0,0,0.00869565217391,0.134782608696,0.126086956522
cnn,cello,flute,audience,0,0,0,0.0042735042735,0.0042735042735
cnn,cello,french-horn,audience,0,0,0,0.0120481927711,0.0120481927711
cnn,cello,oboe,audience,0,0,0,0,0
cnn,cello,trombone,audience,0,0,0,0.0305110602593,0.0305110602593
cnn,cello,trumpet,audience,0,0,0,0,0
cnn,cello,tuba,audience,0,0,0,0,0
cnn,cello,viola,audience,0,0,0,0,0
cnn,cello,violin,audience,0,0,0.0120997640715,0.252173913043,0.240074148972
cnn,clarinet,double-bass,audience,0,0,0,0.0225225225225,0.0225225225225
cnn,clarinet,flute,audience,0,0,0,0.0045045045045,0.0045045045045
cnn,clarinet,french-horn,audience,0,0,0,0.00602409638554,0.00602409638554
cnn,clarinet,oboe,audience,0,0,0,0.00632911392405,0.00632911392405
cnn,clarinet,trombone,audience,0,0,0,0.0853485064011,0.0853485064011
cnn,clarinet,trumpet,audience,0,0,0,0.0167013167013,0.0167013167013
cnn,clarinet,tuba,audience,0,0,0,0.0161290322581,0.0161290322581
cnn,clarinet,viola,audience,0,0,0,0,0
cnn,clarinet,violin,audience,0,0,0.0077519379845,0.252252252252,0.244500314268
cnn,double-bass,flute,audience,0,0,0,0.0512820512821,0.0512820512821
cnn,double-bass,french-horn,audience,0,0,0,0.102409638554,0.102409638554
cnn,double-bass,oboe,audience,0,0,0,0.0126582278481,0.0126582278481
cnn,double-bass,trombone,audience,0,0,0,0.109420289855,0.109420289855
cnn,double-bass,trumpet,audience,0,0,0,0.0384615384615,0.0384615384615
cnn,double-bass,tuba,audience,0,0,0,0.173387096774,0.173387096774
cnn,double-bass,viola,audience,0,0,0,0.00943396226415,0.00943396226415
cnn,double-bass,violin,audience,0,0,0.00387596899225,0.242837883384,0.238961914392
cnn,flute,french-horn,audience,0,0,0,0.010297600659,0.010297600659
cnn,flute,oboe,audience,0,0,0,0.0169317321216,0.0169317321216
cnn,flute,trombone,audience,0,0,0,0.0385739991003,0.0385739991003
cnn,flute,trumpet,audience,0,0,0,0,0
cnn,flute,tuba,audience,0,0,0,0.0161290322581,0.0161290322581
cnn,flute,viola,audience,0,0,0.00471698113208,0.0355184647637,0.0308014836317
cnn,flute,violin,audience,0,0,0,0.196581196581,0.196581196581
cnn,french-horn,oboe,audience,0,0,0,0.00632911392405,0.00632911392405
cnn,french-horn,trombone,audience,0,0,0.0131578947368,0.0942189811879,0.0810610864511
cnn,french-horn,trumpet,audience,0,0,0,0.0180722891566,0.0180722891566
cnn,french-horn,tuba,audience,0,0,0,0,0
cnn,french-horn,viola,audience,0,0,0.00943396226415,0.0296090020459,0.0201750397818
cnn,french-horn,violin,audience,0,0,0,0.16265060241,0.16265060241
cnn,oboe,trombone,audience,0,0,0,0.0126582278481,0.0126582278481
cnn,oboe,trumpet,audience,0,0,0,0,0
cnn,oboe,tuba,audience,0,0,0,0,0
cnn,oboe,viola,audience,0,0,0,0.0126582278481,0.0126582278481
cnn,oboe,violin,audience,0,0,0,0.392405063291,0.392405063291
cnn,trombone,trumpet,audience,0,0,0,0.0846153846154,0.0846153846154
cnn,trombone,tuba,audience,0,0,0,0.125,0.125
cnn,trombone,viola,audience,0,0,0,0,0
cnn,trombone,violin,audience,0,0,0,0.121787025704,0.121787025704
cnn,trumpet,tuba,audience,0,0,0,0.00403225806452,0.00403225806452
cnn,trumpet,viola,audience,0,0,0,0,0
cnn,trumpet,violin,audience,0,0,0,0.242337507454,0.242337507454
cnn,tuba,viola,audience,0,0,0,0,0
cnn,tuba,violin,audience,0,0,0,0.108870967742,0.108870967742
cnn,viola,violin,audience,0,0,0,0.239725025596,0.239725025596
cnn,bassoon,cello,audience,-5,0,0.0293142088749,0.00515463917526,-0.0241595696997
cnn,bassoon,clarinet,audience,-5,0,0,0,0
cnn,bassoon,double-bass,audience,-5,0,0.00434782608696,0.0773195876289,0.0729717615419
cnn,bassoon,flute,audience,-5,0,0,0.0154639175258,0.0154639175258
cnn,bassoon,french-horn,audience,-5,0,0.035275121103,0.00602409638554,-0.0292510247174
cnn,bassoon,oboe,audience,-5,0,0.0257731958763,0.00632911392405,-0.0194440819522
cnn,bassoon,trombone,audience,-5,0,0,0.0824742268041,0.0824742268041
cnn,bassoon,trumpet,audience,-5,0,0.00515463917526,0,-0.00515463917526
cnn,bassoon,tuba,audience,-5,0,0,0,0
cnn,bassoon,viola,audience,-5,0,0,0,0
cnn,bassoon,violin,audience,-5,0,0.00903060816751,0.277071845281,0.268041237113
cnn,cello,clarinet,audience,-5,0,0,0.0132001566784,0.0132001566784
cnn,cello,double-bass,audience,-5,0,0.00869565217391,0.0521739130435,0.0434782608696
cnn,cello,flute,audience,-5,0,0,0,0
cnn,cello,french-horn,audience,-5,0,0,0.0120481927711,0.0120481927711
cnn,cello,oboe,audience,-5,0,0,0,0
cnn,cello,trombone,audience,-5,0,0,0.0434782608696,0.0434782608696
cnn,cello,trumpet,audience,-5,0,0,0,0
cnn,cello,tuba,audience,-5,0,0,0,0
cnn,cello,viola,audience,-5,0,0,0.00434782608696,0.00434782608696
cnn,cello,violin,audience,-5,0,0.0120997640715,0.334782608696,0.322682844624
cnn,clarinet,double-bass,audience,-5,0,0,0.0045045045045,0.0045045045045
cnn,clarinet,flute,audience,-5,0,0,0.0045045045045,0.0045045045045
cnn,clarinet,french-horn,audience,-5,0,0,0.00602409638554,0.00602409638554
cnn,clarinet,oboe,audience,-5,0,0,0.0045045045045,0.0045045045045
cnn,clarinet,trombone,audience,-5,0,0,0.0855855855856,0.0855855855856
cnn,clarinet,trumpet,audience,-5,0,0,0.0135135135135,0.0135135135135
cnn,clarinet,tuba,audience,-5,0,0,0.0120967741935,0.0120967741935
cnn,clarinet,viola,audience,-5,0,0,0,0
cnn,clarinet,violin,audience,-5,0,0.0077519379845,0.274774774775,0.26702283679
cnn,double-bass,flute,audience,-5,0,0,0.0428836863619,0.0428836863619
cnn,double-bass,french-horn,audience,-5,0,0,0.0361445783133,0.0361445783133
cnn,double-bass,oboe,audience,-5,0,0,0.0126582278481,0.0126582278481
cnn,double-bass,trombone,audience,-5,0,0,0.104805491991,0.104805491991
cnn,double-bass,trumpet,audience,-5,0,0,0.00769230769231,0.00769230769231
cnn,double-bass,tuba,audience,-5,0,0,0.100806451613,0.100806451613
cnn,double-bass,viola,audience,-5,0,0,0.00471698113208,0.00471698113208
cnn,double-bass,violin,audience,-5,0,0.00387596899225,0.323356926188,0.319480957196
cnn,flute,french-horn,audience,-5,0,0,0.0042735042735,0.0042735042735
cnn,flute,oboe,audience,-5,0,0,0.0169317321216,0.0169317321216
cnn,flute,trombone,audience,-5,0,0,0.0470085470085,0.0470085470085
cnn,flute,trumpet,audience,-5,0,0,0,0
cnn,flute,tuba,audience,-5,0,0,0.00806451612903,0.00806451612903
cnn,flute,viola,audience,-5,0,0.00471698113208,0.0218109982261,0.017094017094
cnn,flute,violin,audience,-5,0,0,0.25641025641,0.25641025641
cnn,french-horn,oboe,audience,-5,0,0,0,0
cnn,french-horn,trombone,audience,-5,0,0.0131578947368,0.107905305432,0.0947474106954
cnn,french-horn,trumpet,audience,-5,0,0,0.0180722891566,0.0180722891566
cnn,french-horn,tuba,audience,-5,0,0,0,0
cnn,french-horn,viola,audience,-5,0,0.00943396226415,0.0188679245283,0.00943396226415
cnn,french-horn,violin,audience,-5,0,0,0.228915662651,0.228915662651
cnn,oboe,trombone,audience,-5,0,0,0.0443037974684,0.0443037974684
cnn,oboe,trumpet,audience,-5,0,0,0,0
cnn,oboe,tuba,audience,-5,0,0,0,0
cnn,oboe,viola,audience,-5,0,0,0.00632911392405,0.00632911392405
cnn,oboe,violin,audience,-5,0,0,0.379746835443,0.379746835443
cnn,trombone,trumpet,audience,-5,0,0,0.0813090418354,0.0813090418354
cnn,trombone,tuba,audience,-5,0,0,0.129032258065,0.129032258065
cnn,trombone,viola,audience,-5,0,0,0.0141509433962,0.0141509433962
cnn,trombone,violin,audience,-5,0,0,0.204100367197,0.204100367197
cnn,trumpet,tuba,audience,-5,0,0,0.00806451612903,0.00806451612903
cnn,trumpet,viola,audience,-5,0,0,0,0
cnn,trumpet,violin,audience,-5,0,0,0.319260584377,0.319260584377
cnn,tuba,viola,audience,-5,0,0,0,0
cnn,tuba,violin,audience,-5,0,0,0.193548387097,0.193548387097
cnn,viola,violin,audience,-5,0,0,0.329347667105,0.329347667105
cnn,bassoon,cello,audience,-10,0,0.0293142088749,0,-0.0293142088749
cnn,bassoon,clarinet,audience,-10,0,0,0,0
cnn,bassoon,double-bass,audience,-10,0,0.00434782608696,0.0309278350515,0.0265800089646
cnn,bassoon,flute,audience,-10,0,0,0.00515463917526,0.00515463917526
cnn,bassoon,french-horn,audience,-10,0,0.035275121103,0.00602409638554,-0.0292510247174
cnn,bassoon,oboe,audience,-10,0,0.0257731958763,0,-0.0257731958763
cnn,bassoon,trombone,audience,-10,0,0,0.0824742268041,0.0824742268041
cnn,bassoon,trumpet,audience,-10,0,0.00515463917526,0,-0.00515463917526
cnn,bassoon,tuba,audience,-10,0,0,0,0
cnn,bassoon,viola,audience,-10,0,0,0,0
cnn,bassoon,violin,audience,-10,0,0.00903060816751,0.338927515384,0.329896907216
cnn,cello,clarinet,audience,-10,0,0,0,0
cnn,cello,double-bass,audience,-10,0,0.00869565217391,0.0304347826087,0.0217391304348
cnn,cello,flute,audience,-10,0,0,0.00434782608696,0.00434782608696
cnn,cello,french-horn,audience,-10,0,0,0.00602409638554,0.00602409638554
cnn,cello,oboe,audience,-10,0,0,0,0
cnn,cello,trombone,audience,-10,0,0,0.095652173913,0.095652173913
cnn,cello,trumpet,audience,-10,0,0,0,0
cnn,cello,tuba,audience,-10,0,0,0,0
cnn,cello,viola,audience,-10,0,0,0.00434782608696,0.00434782608696
cnn,cello,violin,audience,-10,0,0.0120997640715,0.326086956522,0.31398719245
cnn,clarinet,double-bass,audience,-10,0,0,0.0045045045045,0.0045045045045
cnn,clarinet,flute,audience,-10,0,0,0.0045045045045,0.0045045045045
cnn,clarinet,french-horn,audience,-10,0,0,0,0
cnn,clarinet,oboe,audience,-10,0,0,0.0045045045045,0.0045045045045
cnn,clarinet,trombone,audience,-10,0,0,0.112612612613,0.112612612613
cnn,clarinet,trumpet,audience,-10,0,0,0.0135135135135,0.0135135135135
cnn,clarinet,tuba,audience,-10,0,0,0.00403225806452,0.00403225806452
cnn,clarinet,viola,audience,-10,0,0,0,0
cnn,clarinet,violin,audience,-10,0,0.0077519379845,0.297297297297,0.289545359313
cnn,double-bass,flute,audience,-10,0,0,0.0130434782609,0.0130434782609
cnn,double-bass,french-horn,audience,-10,0,0,0.0240963855422,0.0240963855422
cnn,double-bass,oboe,audience,-10,0,0,0.00632911392405,0.00632911392405
cnn,double-bass,trombone,audience,-10,0,0,0.108924485126,0.108924485126
cnn,double-bass,trumpet,audience,-10,0,0,0.00769230769231,0.00769230769231
cnn,double-bass,tuba,audience,-10,0,0,0.0362903225806,0.0362903225806
cnn,double-bass,viola,audience,-10,0,0,0,0
cnn,double-bass,violin,audience,-10,0,0.00387596899225,0.336771149309,0.332895180317
cnn,flute,french-horn,audience,-10,0,0,0,0
cnn,flute,oboe,audience,-10,0,0,0.0042735042735,0.0042735042735
cnn,flute,trombone,audience,-10,0,0,0.0726495726496,0.0726495726496
cnn,flute,trumpet,audience,-10,0,0,0,0
cnn,flute,tuba,audience,-10,0,0,0.00806451612903,0.00806451612903
cnn,flute,viola,audience,-10,0,0.00471698113208,0.0042735042735,-0.000443476858571
cnn,flute,violin,audience,-10,0,0,0.316239316239,0.316239316239
cnn,french-horn,oboe,audience,-10,0,0,0,0
cnn,french-horn,trombone,audience,-10,0,0.0131578947368,0.162122172902,0.148964278165
cnn,french-horn,trumpet,audience,-10,0,0,0.00602409638554,0.00602409638554
cnn,french-horn,tuba,audience,-10,0,0,0,0
cnn,french-horn,viola,audience,-10,0,0.00943396226415,0.0201750397818,0.0107410775176
cnn,french-horn,violin,audience,-10,0,0,0.222891566265,0.222891566265
cnn,oboe,trombone,audience,-10,0,0,0.0569620253165,0.0569620253165
cnn,oboe,trumpet,audience,-10,0,0,0.00632911392405,0.00632911392405
cnn,oboe,tuba,audience,-10,0,0,0,0
cnn,oboe,viola,audience,-10,0,0,0.00632911392405,0.00632911392405
cnn,oboe,violin,audience,-10,0,0,0.386075949367,0.386075949367
cnn,trombone,trumpet,audience,-10,0,0,0.0923076923077,0.0923076923077
cnn,trombone,tuba,audience,-10,0,0,0.165322580645,0.165322580645
cnn,trombone,viola,audience,-10,0,0,0.0421218139689,0.0421218139689
cnn,trombone,violin,audience,-10,0,0,0.267339861281,0.267339861281
cnn,trumpet,tuba,audience,-10,0,0,0.00403225806452,0.00403225806452
cnn,trumpet,viola,audience,-10,0,0,0,0
cnn,trumpet,violin,audience,-10,0,0,0.319260584377,0.319260584377
cnn,tuba,viola,audience,-10,0,0,0,0
cnn,tuba,violin,audience,-10,0,0,0.233870967742,0.233870967742
cnn,viola,violin,audience,-10,0,0,0.376517478426,0.376517478426
cnn,bassoon,cello,audience,50,1,0.0293142088749,0.0396234872255,0.0103092783505
cnn,bassoon,clarinet,audience,50,1,0,0,0
cnn,bassoon,double-bass,audience,50,1,0.00434782608696,0,-0.00434782608696
cnn,bassoon,flute,audience,50,1,0,0,0
cnn,bassoon,french-horn,audience,50,1,0.035275121103,0.0404297602782,0.00515463917526
cnn,bassoon,oboe,audience,50,1,0.0257731958763,0.0154639175258,-0.0103092783505
cnn,bassoon,trombone,audience,50,1,0,0,0
cnn,bassoon,trumpet,audience,50,1,0.00515463917526,0.00515463917526,0
cnn,bassoon,tuba,audience,50,1,0,0,0
cnn,bassoon,viola,audience,50,1,0,0,0
cnn,bassoon,violin,audience,50,1,0.00903060816751,0.0141852473428,0.00515463917526
cnn,cello,clarinet,audience,50,1,0,0,0
cnn,cello,double-bass,audience,50,1,0.00869565217391,0.00869565217391,0
cnn,cello,flute,audience,50,1,0,0,0
cnn,cello,french-horn,audience,50,1,0,0,0
cnn,cello,oboe,audience,50,1,0,0,0
cnn,cello,trombone,audience,50,1,0,0,0
cnn,cello,trumpet,audience,50,1,0,0,0
cnn,cello,tuba,audience,50,1,0,0,0
cnn,cello,viola,audience,50,1,0,0,0
cnn,cello,violin,audience,50,1,0.0120997640715,0.0159757330637,0.00387596899225
cnn,clarinet,double-bass,audience,50,1,0,0,0
cnn,clarinet,flute,audience,50,1,0,0.0042735042735,0.0042735042735
cnn,clarinet,french-horn,audience,50,1,0,0,0
cnn,clarinet,oboe,audience,50,1,0,0,0
cnn,clarinet,trombone,audience,50,1,0,0,0
cnn,clarinet,trumpet,audience,50,1,0,0.00769230769231,0.00769230769231
cnn,clarinet,tuba,audience,50,1,0,0,0
cnn,clarinet,viola,audience,50,1,0,0,0
cnn,clarinet,violin,audience,50,1,0.0077519379845,0.0077519379845,0
cnn,double-bass,flute,audience,50,1,0,0,0
cnn,double-bass,french-horn,audience,50,1,0,0,0
cnn,double-bass,oboe,audience,50,1,0,0,0
cnn,double-bass,trombone,audience,50,1,0,0,0
cnn,double-bass,trumpet,audience,50,1,0,0,0
cnn,double-bass,tuba,audience,50,1,0,0,0
cnn,double-bass,viola,audience,50,1,0,0,0
cnn,double-bass,violin,audience,50,1,0.00387596899225,0.0077519379845,0.00387596899225
cnn,flute,french-horn,audience,50,1,0,0,0
cnn,flute,oboe,audience,50,1,0,0,0
cnn,flute,trombone,audience,50,1,0,0,0
cnn,flute,trumpet,audience,50,1,0,0,0
cnn,flute,tuba,audience,50,1,0,0,0
cnn,flute,viola,audience,50,1,0.00471698113208,0.00471698113208,0
cnn,flute,violin,audience,50,1,0,0,0
cnn,french-horn,oboe,audience,50,1,0,0,0
cnn,french-horn,trombone,audience,50,1,0.0131578947368,0.037254280279,0.0240963855422
cnn,french-horn,trumpet,audience,50,1,0,0,0
cnn,french-horn,tuba,audience,50,1,0,0,0
cnn,french-horn,viola,audience,50,1,0.00943396226415,0.00943396226415,0
cnn,french-horn,violin,audience,50,1,0,0,0
cnn,oboe,trombone,audience,50,1,0,0,0
cnn,oboe,trumpet,audience,50,1,0,0,0
cnn,oboe,tuba,audience,50,1,0,0,0
cnn,oboe,viola,audience,50,1,0,0,0
cnn,oboe,violin,audience,50,1,0,0,0
cnn,trombone,trumpet,audience,50,1,0,0.00769230769231,0.00769230769231
cnn,trombone,tuba,audience,50,1,0,0.00403225806452,0.00403225806452
cnn,trombone,viola,audience,50,1,0,0,0
cnn,trombone,violin,audience,50,1,0,0,0
cnn,trumpet,tuba,audience,50,1,0,0,0
cnn,trumpet,viola,audience,50,1,0,0,0
cnn,trumpet,violin,audience,50,1,0,0,0
cnn,tuba,viola,audience,50,1,0,0,0
cnn,tuba,violin,audience,50,1,0,0,0
cnn,viola,violin,audience,50,1,0,0,0
cnn,bassoon,cello,audience,40,1,0.0293142088749,0.0507395786643,0.0214253697893
cnn,bassoon,clarinet,audience,40,1,0,0.020618556701,0.020618556701
cnn,bassoon,double-bass,audience,40,1,0.00434782608696,0,-0.00434782608696
cnn,bassoon,flute,audience,40,1,0,0,0
cnn,bassoon,french-horn,audience,40,1,0.035275121103,0.0361445783133,0.000869457210284
cnn,bassoon,oboe,audience,40,1,0.0257731958763,0.0166383922746,-0.00913480360172
cnn,bassoon,trombone,audience,40,1,0,0,0
cnn,bassoon,trumpet,audience,40,1,0.00515463917526,0,-0.00515463917526
cnn,bassoon,tuba,audience,40,1,0,0,0
cnn,bassoon,viola,audience,40,1,0,0,0
cnn,bassoon,violin,audience,40,1,0.00903060816751,0.0103092783505,0.00127867018301
cnn,cello,clarinet,audience,40,1,0,0,0
cnn,cello,double-bass,audience,40,1,0.00869565217391,0.00869565217391,0
cnn,cello,flute,audience,40,1,0,0.0042735042735,0.0042735042735
cnn,cello,french-horn,audience,40,1,0,0.00602409638554,0.00602409638554
cnn,cello,oboe,audience,40,1,0,0,0
cnn,cello,trombone,audience,40,1,0,0.00869565217391,0.00869565217391
cnn,cello,trumpet,audience,40,1,0,0,0
cnn,cello,tuba,audience,40,1,0,0,0
cnn,cello,viola,audience,40,1,0,0,0
cnn,cello,violin,audience,40,1,0.0120997640715,0.0198517020559,0.0077519379845
cnn,clarinet,double-bass,audience,40,1,0,0,0
cnn,clarinet,flute,audience,40,1,0,0.00854700854701,0.00854700854701
cnn,clarinet,french-horn,audience,40,1,0,0.00602409638554,0.00602409638554
cnn,clarinet,oboe,audience,40,1,0,0,0
cnn,clarinet,trombone,audience,40,1,0,0.00877192982456,0.00877192982456
cnn,clarinet,trumpet,audience,40,1,0,0.0307692307692,0.0307692307692
cnn,clarinet,tuba,audience,40,1,0,0.00403225806452,0.00403225806452
cnn,clarinet,viola,audience,40,1,0,0,0
cnn,clarinet,violin,audience,40,1,0.0077519379845,0.00387596899225,-0.00387596899225
cnn,double-bass,flute,audience,40,1,0,0,0
cnn,double-bass,french-horn,audience,40,1,0,0,0
cnn,double-bass,oboe,audience,40,1,0,0,0
cnn,double-bass,trombone,audience,40,1,0,0,0
cnn,double-bass,trumpet,audience,40,1,0,0,0
cnn,double-bass,tuba,audience,40,1,0,0.0241935483871,0.0241935483871
cnn,double-bass,viola,audience,40,1,0,0,0
cnn,double-bass,violin,audience,40,1,0.00387596899225,0.0232558139535,0.0193798449612
cnn,flute,french-horn,audience,40,1,0,0.00602409638554,0.00602409638554
cnn,flute,oboe,audience,40,1,0,0,0
cnn,flute,trombone,audience,40,1,0,0,0
cnn,flute,trumpet,audience,40,1,0,0,0
cnn,flute,tuba,audience,40,1,0,0,0
cnn,flute,viola,audience,40,1,0.00471698113208,0.00471698113208,0
cnn,flute,violin,audience,40,1,0,0,0
cnn,french-horn,oboe,audience,40,1,0,0,0
cnn,french-horn,trombone,audience,40,1,0.0131578947368,0.0449165081378,0.031758613401
cnn,french-horn,trumpet,audience,40,1,0,0,0
cnn,french-horn,tuba,audience,40,1,0,0,0
cnn,french-horn,viola,audience,40,1,0.00943396226415,0.00471698113208,-0.00471698113208
cnn,french-horn,violin,audience,40,1,0,0,0
cnn,oboe,trombone,audience,40,1,0,0,0
cnn,oboe,trumpet,audience,40,1,0,0,0
cnn,oboe,tuba,audience,40,1,0,0,0
cnn,oboe,viola,audience,40,1,0,0,0
cnn,oboe,violin,audience,40,1,0,0.00632911392405,0.00632911392405
cnn,trombone,trumpet,audience,40,1,0,0.0307692307692,0.0307692307692
cnn,trombone,tuba,audience,40,1,0,0.0766129032258,0.0766129032258
cnn,trombone,viola,audience,40,1,0,0,0
cnn,trombone,violin,audience,40,1,0,0,0
cnn,trumpet,tuba,audience,40,1,0,0,0
cnn,trumpet,viola,audience,40,1,0,0,0
cnn,trumpet,violin,audience,40,1,0,0.00769230769231,0.00769230769231
cnn,tuba,viola,audience,40,1,0,0,0
cnn,tuba,violin,audience,40,1,0,0,0
cnn,viola,violin,audience,40,1,0,0,0
cnn,bassoon,cello,audience,30,1,0.0293142088749,0.0618556701031,0.0325414612281
cnn,bassoon,clarinet,audience,30,1,0,0.0618556701031,0.0618556701031
cnn,bassoon,double-bass,audience,30,1,0.00434782608696,0.0154639175258,0.0111160914388
cnn,bassoon,flute,audience,30,1,0,0,0
cnn,bassoon,french-horn,audience,30,1,0.035275121103,0.0542168674699,0.0189417463669
cnn,bassoon,oboe,audience,30,1,0.0257731958763,0.00515463917526,-0.020618556701
cnn,bassoon,trombone,audience,30,1,0,0.0103092783505,0.0103092783505
cnn,bassoon,trumpet,audience,30,1,0.00515463917526,0,-0.00515463917526
cnn,bassoon,tuba,audience,30,1,0,0,0
cnn,bassoon,viola,audience,30,1,0,0,0
cnn,bassoon,violin,audience,30,1,0.00903060816751,0.0154639175258,0.00643330935827
cnn,cello,clarinet,audience,30,1,0,0.00434782608696,0.00434782608696
cnn,cello,double-bass,audience,30,1,0.00869565217391,0.0260869565217,0.0173913043478
cnn,cello,flute,audience,30,1,0,0.0299145299145,0.0299145299145
cnn,cello,french-horn,audience,30,1,0,0.0481927710843,0.0481927710843
cnn,cello,oboe,audience,30,1,0,0.0316455696203,0.0316455696203
cnn,cello,trombone,audience,30,1,0,0.0174675819985,0.0174675819985
cnn,cello,trumpet,audience,30,1,0,0,0
cnn,cello,tuba,audience,30,1,0,0,0
cnn,cello,viola,audience,30,1,0,0,0
cnn,cello,violin,audience,30,1,0.0120997640715,0.0237276710482,0.0116279069767
cnn,clarinet,double-bass,audience,30,1,0,0.00434782608696,0.00434782608696
cnn,clarinet,flute,audience,30,1,0,0.0384615384615,0.0384615384615
cnn,clarinet,french-horn,audience,30,1,0,0.0421686746988,0.0421686746988
cnn,clarinet,oboe,audience,30,1,0,0.0126582278481,0.0126582278481
cnn,clarinet,trombone,audience,30,1,0,0.0571360834519,0.0571360834519
cnn,clarinet,trumpet,audience,30,1,0,0.0923076923077,0.0923076923077
cnn,clarinet,tuba,audience,30,1,0,0.0443548387097,0.0443548387097
cnn,clarinet,viola,audience,30,1,0,0,0
cnn,clarinet,violin,audience,30,1,0.0077519379845,0.00387596899225,-0.00387596899225
cnn,double-bass,flute,audience,30,1,0,0,0
cnn,double-bass,french-horn,audience,30,1,0,0,0
cnn,double-bass,oboe,audience,30,1,0,0,0
cnn,double-bass,trombone,audience,30,1,0,0.00877192982456,0.00877192982456
cnn,double-bass,trumpet,audience,30,1,0,0,0
cnn,double-bass,tuba,audience,30,1,0,0.100806451613,0.100806451613
cnn,double-bass,viola,audience,30,1,0,0,0
cnn,double-bass,violin,audience,30,1,0.00387596899225,0.0387596899225,0.0348837209302
cnn,flute,french-horn,audience,30,1,0,0.00602409638554,0.00602409638554
cnn,flute,oboe,audience,30,1,0,0.0253164556962,0.0253164556962
cnn,flute,trombone,audience,30,1,0,0,0
cnn,flute,trumpet,audience,30,1,0,0,0
cnn,flute,tuba,audience,30,1,0,0,0
cnn,flute,viola,audience,30,1,0.00471698113208,0.00899048540558,0.0042735042735
cnn,flute,violin,audience,30,1,0,0.0042735042735,0.0042735042735
cnn,french-horn,oboe,audience,30,1,0,0,0
cnn,french-horn,trombone,audience,30,1,0.0131578947368,0.0750369900655,0.0618790953287
cnn,french-horn,trumpet,audience,30,1,0,0,0
cnn,french-horn,tuba,audience,30,1,0,0,0
cnn,french-horn,viola,audience,30,1,0.00943396226415,0.0120481927711,0.00261423050693
cnn,french-horn,violin,audience,30,1,0,0,0
cnn,oboe,trombone,audience,30,1,0,0,0
cnn,oboe,trumpet,audience,30,1,0,0,0
cnn,oboe,tuba,audience,30,1,0,0,0
cnn,oboe,viola,audience,30,1,0,0.0189873417722,0.0189873417722
cnn,oboe,violin,audience,30,1,0,0.0316455696203,0.0316455696203
cnn,trombone,trumpet,audience,30,1,0,0.0384615384615,0.0384615384615
cnn,trombone,tuba,audience,30,1,0,0.108870967742,0.108870967742
cnn,trombone,viola,audience,30,1,0,0,0
cnn,trombone,violin,audience,30,1,0,0,0
cnn,trumpet,tuba,audience,30,1,0,0,0
cnn,trumpet,viola,audience,30,1,0,0,0
